country,full_name,club,position,matches,goals
Италия,Margaret Li,Ювентус,нападающий,61,37
Нидерланды,Derrick Rodriguez,Фейеноорд,вратарь,96,-4
Германия,Jill Moore,Боруссия Дортмунд,защитник,8,17
Нидерланды,Amy Meyers,Аякс,полузащитник,5,22
Бразилия,Ricardo Gregory,Палмейрас,нападающий,88,36
Франция,Carlos Smith,Олимпик Марсель,полузащитник,58,25
Италия,Harry Williams,Ювентус,нападающий,95,33
Аргентина,Amber Potter,Бока Хуниорс,полузащитник,103,21
Аргентина,Mary Taylor,Бока Хуниорс,полузащитник,120,13
Англия,Amanda Smith,Ливерпуль,защитник,96,20
Англия,Zachary Dyer,Манчестер Юнайтед,нападающий,54,39
Испания,Larry Johnson,Реал Мадрид,нападающий,115,40
Нидерланды,Patrick Horn,ПСВ,полузащитник,130,14
Нидерланды,Holly Lopez,Аякс,вратарь,40,-30
Нидерланды,Lindsey Thompson,ПСВ,вратарь,20,-34
Франция,Leah Williams,Олимпик Марсель,защитник,119,0
Германия,John Ellison,РБ Лейпциг,защитник,81,5
Испания,Elizabeth Miller,Атлетико Мадрид,вратарь,132,-1
Англия,Stephanie Osborne,Манчестер Юнайтед,защитник,84,12
Аргентина,Sharon Bean,Ривер Плейт,вратарь,48,-30
Нидерланды,Tara Young,Фейеноорд,защитник,125,16
Германия,Alexis Vasquez,Бавария,полузащитник,150,30
Испания,Shannon Rogers,Атлетико Мадрид,полузащитник,55,5
Бразилия,Theresa Gallegos,Фламенго,вратарь,5,-23
Португалия,Kevin Rodriguez,Порту,защитник,84,16
Германия,Dr. Hayden Simon,Боруссия Дортмунд,защитник,91,1
Бразилия,Joseph Johnson,Фламенго,нападающий,102,40
Бразилия,Jennifer Robinson,Сантос,вратарь,14,-35
Нидерланды,Joseph Lawson,Аякс,вратарь,14,-12
Нидерланды,Amy Howard,ПСВ,защитник,136,12
Германия,Jeremy Long,Боруссия Дортмунд,полузащитник,60,29
Германия,Christina Miller,Бавария,защитник,31,13
Англия,Kristen Flowers DVM,Манчестер Юнайтед,защитник,23,9
Бразилия,Traci Thomas,Коринтианс,защитник,31,15
Португалия,Kimberly Nelson,Спортинг,полузащитник,106,7
Англия,Laura Mahoney,Манчестер Юнайтед,полузащитник,6,20
Италия,Jennifer Sullivan,Ювентус,защитник,69,4
Россия,Mary Clark,ЦСКА,полузащитник,7,27
Англия,Madison Cannon,Манчестер Юнайтед,защитник,13,15
Португалия,Amanda Blair,Порту,нападающий,150,48
Россия,Robin Anderson,ЦСКА,вратарь,4,-36
Франция,Jerry Davis,ПСЖ,полузащитник,141,11
Нидерланды,Michael Lewis,ПСВ,защитник,25,14
Италия,Kelly Huynh,Ювентус,нападающий,5,42
Испания,Yvette Ball,Реал Мадрид,вратарь,25,-8
Россия,Jessica Thomas,Спартак,полузащитник,121,9
Аргентина,Debra Bradley,Ривер Плейт,нападающий,71,42
Нидерланды,Kevin Martinez,Фейеноорд,нападающий,5,14
Англия,Sarah Brown,Челси,защитник,123,9
Нидерланды,Melissa Morales,Фейеноорд,защитник,117,4
Испания,Lisa Walker,Реал Мадрид,вратарь,6,-3
Италия,Keith Rivera,Интер,вратарь,109,-16
Португалия,Bradley Reilly,Порту,вратарь,132,-13
Франция,Jake Aguirre,ПСЖ,вратарь,19,-38
Бразилия,Anna Lam,Коринтианс,защитник,103,3
Бразилия,Andrea Barron,Коринтианс,полузащитник,119,18
Германия,Roger Knox Jr.,Боруссия Дортмунд,нападающий,111,22
Нидерланды,Dustin Leonard,ПСВ,защитник,116,16
Россия,Eric King,ЦСКА,полузащитник,62,6
Нидерланды,James Smith,Фейеноорд,нападающий,91,41
Италия,Jacob Crosby,Ювентус,защитник,132,15
Бразилия,Kimberly Roth,Палмейрас,нападающий,62,41
Испания,Timothy French,Реал Мадрид,защитник,52,12
Португалия,Joseph Anderson,Бенфика,защитник,49,6
Португалия,Jessica Williams,Порту,защитник,83,14
Португалия,Lori Sullivan,Бенфика,полузащитник,7,13
Россия,Laura Conner MD,ЦСКА,защитник,120,0
Германия,Eric Robinson,Бавария,вратарь,75,-1
Нидерланды,John Scott,ПСВ,полузащитник,26,7
Германия,Teresa Ramos,РБ Лейпциг,нападающий,25,49
Португалия,David Mejia,Бенфика,защитник,44,0
Италия,Ricky Johnson,Ювентус,защитник,147,6
Франция,Katherine Fischer,Олимпик Марсель,полузащитник,111,14
Испания,Erika Harrison,Атлетико Мадрид,нападающий,16,17
Франция,Misty Moore,Лион,полузащитник,45,9
Нидерланды,Jose Garcia,ПСВ,нападающий,149,32
Франция,Tammy Morris MD,Олимпик Марсель,защитник,113,7
Аргентина,Daniel Jordan,Бока Хуниорс,защитник,26,2
Германия,Timothy Parker,Бавария,полузащитник,20,30
Россия,Arthur Gonzalez,Локомотив,защитник,144,14
Португалия,Robert Knox,Бенфика,защитник,79,13
Россия,Cheryl Rose,Спартак,нападающий,26,41
Нидерланды,Amanda Smith,Фейеноорд,полузащитник,12,11
Испания,Mary Hays,Атлетико Мадрид,нападающий,111,42
Нидерланды,Jonathan Wells,Фейеноорд,защитник,44,13
Нидерланды,Richard Phillips,Аякс,защитник,41,19
Франция,Ryan Nelson,Лион,полузащитник,65,29
Испания,Jeremy Lowery,Барселона,нападающий,133,11
Англия,Eric Barnes,Челси,защитник,34,16
Португалия,Joshua Jordan,Бенфика,нападающий,139,46
Англия,Christopher Nelson DDS,Ливерпуль,нападающий,110,29
Бразилия,Veronica Brooks,Фламенго,полузащитник,16,13
Бразилия,Tina Crawford,Палмейрас,полузащитник,78,13
Франция,Stephen Williams,Олимпик Марсель,нападающий,78,42
Испания,Melvin Blair,Атлетико Мадрид,нападающий,96,29
Германия,Heather Chapman,РБ Лейпциг,защитник,126,7
Португалия,Richard Nguyen,Спортинг,нападающий,66,44
Аргентина,Jordan Delgado,Бока Хуниорс,нападающий,41,48
Италия,Briana Hill,Ювентус,защитник,82,10
Португалия,Virginia Cook,Бенфика,полузащитник,8,5
Россия,Amy Peterson,Краснодар,нападающий,65,21
Португалия,Shelley Brooks,Порту,нападающий,6,35
Россия,Brandon Bailey,ЦСКА,защитник,123,0
Италия,Kevin Henry,Ювентус,вратарь,1,-50
Испания,Thomas Norton,Реал Мадрид,полузащитник,14,26
Испания,Ariel Miller,Атлетико Мадрид,защитник,133,11
Нидерланды,Ryan Wilson,Фейеноорд,полузащитник,112,17
Аргентина,Kathryn Gomez,Бока Хуниорс,защитник,66,1
Италия,Susan Boyd,Милан,нападающий,128,29
Нидерланды,Amy Johnson,Аякс,вратарь,34,-23
Англия,Kaitlin Gomez,Ливерпуль,полузащитник,50,7
Бразилия,Alyssa Jefferson,Сантос,защитник,79,7
Италия,Jo Brown,Ювентус,полузащитник,15,10
Португалия,Amy Kelly PhD,Порту,защитник,80,6
Аргентина,Autumn Brown,Бока Хуниорс,полузащитник,6,29
Аргентина,Jessica Dixon,Бока Хуниорс,полузащитник,58,25
Бразилия,Austin Cunningham,Сантос,полузащитник,73,8
Англия,Michael King,Манчестер Юнайтед,полузащитник,75,7
Бразилия,Mariah Smith,Фламенго,нападающий,99,37
Англия,Anthony Barnes,Манчестер Юнайтед,защитник,73,10
Аргентина,Eric Clarke,Ривер Плейт,вратарь,115,-2
Бразилия,Michael Wheeler,Фламенго,нападающий,104,44
Франция,Gerald Woods,ПСЖ,полузащитник,51,17
Испания,Christopher Miller,Реал Мадрид,полузащитник,15,13
Италия,Jason Clark,Милан,защитник,111,4
Англия,David Lopez,Ливерпуль,защитник,145,18
Бразилия,Tyler Hester,Палмейрас,вратарь,123,-47
Нидерланды,Martin Smith,Фейеноорд,нападающий,43,21
Нидерланды,James Lee,ПСВ,защитник,125,4
Нидерланды,Megan Carter,ПСВ,защитник,88,15
Португалия,Wendy Parker,Бенфика,нападающий,56,13
Франция,Jeffrey Johnson,Олимпик Марсель,нападающий,91,10
Германия,Derrick Johnson,Бавария,нападающий,67,12
Аргентина,Eric Green,Ривер Плейт,полузащитник,30,16
Франция,Jason Carlson,Олимпик Марсель,полузащитник,75,27
Португалия,Alyssa Turner,Порту,нападающий,63,48
Нидерланды,Tammy Evans,ПСВ,защитник,43,16
Испания,Anthony Briggs,Атлетико Мадрид,защитник,148,19
Германия,Becky Johnson MD,Боруссия Дортмунд,защитник,65,19
Аргентина,David Berry,Ривер Плейт,полузащитник,92,13
Аргентина,Todd Cannon,Ривер Плейт,полузащитник,100,19
Англия,Mr. Nicholas Reynolds,Челси,нападающий,1,19
Испания,Diane Castillo,Реал Мадрид,полузащитник,19,12
Англия,Daniel Woods,Ливерпуль,нападающий,61,38
Аргентина,Lisa Santiago,Бока Хуниорс,защитник,77,2
Англия,Rebecca Vega,Ливерпуль,полузащитник,23,30
Италия,Robert Robles,Милан,полузащитник,76,27
Нидерланды,Joseph Walters,ПСВ,полузащитник,131,19
Нидерланды,Jermaine Day,ПСВ,защитник,4,14
Англия,Kevin Turner,Челси,защитник,54,8
Аргентина,Michele Reid,Бока Хуниорс,защитник,67,15
Германия,Steven Nelson,Боруссия Дортмунд,нападающий,142,15
Нидерланды,Larry Jackson,Фейеноорд,полузащитник,98,28
Германия,Elizabeth Frank,Боруссия Дортмунд,нападающий,39,29
Аргентина,Brian Neal,Бока Хуниорс,полузащитник,93,11
Нидерланды,Danielle Meyers,Фейеноорд,полузащитник,28,9
Англия,Jeffrey May,Манчестер Юнайтед,нападающий,24,49
Бразилия,Donna Harris,Коринтианс,защитник,82,6
Германия,Benjamin Williams,Боруссия Дортмунд,полузащитник,112,6
Англия,Robert Vasquez,Челси,защитник,121,18
Франция,Robert Malone,Лион,вратарь,31,-4
Германия,Mitchell Murphy,Боруссия Дортмунд,вратарь,48,-40
Нидерланды,Timothy Chavez,ПСВ,полузащитник,24,22
Россия,Joann Webb,Спартак,вратарь,95,-17
Италия,Brian Contreras,Ювентус,вратарь,129,-33
Италия,Lauren Carpenter,Интер,нападающий,49,48
Португалия,Amanda Curtis,Порту,нападающий,62,17
Бразилия,Wendy Campbell,Фламенго,защитник,88,10
Аргентина,Eric Owen,Бока Хуниорс,вратарь,42,-10
Италия,Heather Fuller,Интер,нападающий,104,38
Англия,Rebecca Smith,Манчестер Юнайтед,защитник,110,17
Англия,Thomas Meyer,Ливерпуль,защитник,7,7
Франция,Brandon Miller,Олимпик Марсель,полузащитник,76,14
Аргентина,Rita Chambers,Ривер Плейт,нападающий,74,38
Аргентина,Toni Gross,Ривер Плейт,нападающий,39,37
Бразилия,Mariah Rose,Фламенго,полузащитник,85,24
Италия,Nathaniel Williams,Милан,защитник,20,12
Россия,Brent Yu,Локомотив,защитник,72,3
Франция,Mark Bridges,Лион,полузащитник,70,11
Германия,Diana Mccoy,Боруссия Дортмунд,защитник,3,0
Аргентина,Ryan Bennett,Ривер Плейт,нападающий,57,29
Аргентина,James King,Ривер Плейт,защитник,119,18
Нидерланды,David Schmidt,ПСВ,полузащитник,122,28
Италия,Amy Good,Милан,полузащитник,78,9
Франция,Pamela Goodwin,ПСЖ,полузащитник,144,20
Португалия,Kimberly Miller,Спортинг,полузащитник,60,8
Германия,Lisa Burton,Бавария,нападающий,97,29
Германия,Bradley Gray,Боруссия Дортмунд,защитник,121,5
Италия,Amber Noble,Интер,полузащитник,126,8
Франция,Jesse Rice,Лион,полузащитник,95,28
Россия,Jamie Mullins,ЦСКА,вратарь,131,-48
Германия,Shirley Wagner,РБ Лейпциг,полузащитник,121,10
Аргентина,Victoria Rivas,Бока Хуниорс,защитник,120,3
Россия,Jennifer Walker,Краснодар,нападающий,95,17
Германия,Samantha Roy,Боруссия Дортмунд,защитник,99,6
Бразилия,Abigail Ramirez,Фламенго,нападающий,101,36
Португалия,Courtney Delgado,Спортинг,полузащитник,81,10
Бразилия,Alicia Watson,Сантос,защитник,33,7
Англия,Angela Eaton,Манчестер Юнайтед,защитник,118,0
Бразилия,James Wilkinson,Фламенго,полузащитник,86,15
Аргентина,Timothy Williams,Бока Хуниорс,полузащитник,109,11
Англия,Veronica Smith,Ливерпуль,защитник,130,12
Бразилия,Christopher Martinez,Коринтианс,нападающий,73,22
Португалия,Alexandria Ramirez,Бенфика,вратарь,125,-12
Франция,Jennifer Hebert,Олимпик Марсель,полузащитник,97,15
Франция,Donna Smith,Олимпик Марсель,полузащитник,19,23
Испания,John Hatfield,Атлетико Мадрид,нападающий,43,36
Португалия,Eric Garza,Спортинг,нападающий,29,12
Италия,Scott Orozco,Интер,нападающий,111,32
Португалия,Jocelyn Bryant,Спортинг,полузащитник,41,11
Германия,Betty Davis,Бавария,полузащитник,90,12
Италия,Garrett Santiago,Интер,нападающий,42,31
Италия,Terry Brown,Ювентус,защитник,138,15
Бразилия,Sonya Morgan,Фламенго,нападающий,79,45
Португалия,Brian Simmons,Бенфика,защитник,65,6
Аргентина,Daniel Smith,Ривер Плейт,полузащитник,62,15
Португалия,Justin Cooper,Спортинг,полузащитник,4,15
Франция,Margaret Martin,Лион,нападающий,81,23
Германия,Andrea Burnett,РБ Лейпциг,защитник,58,16
Италия,Jacqueline West,Ювентус,защитник,147,6
Россия,Timothy Newman,Зенит,полузащитник,103,7
Россия,Stephanie Evans,Краснодар,защитник,79,18
Нидерланды,Matthew Hammond,Аякс,нападающий,96,45
Россия,Michael Bowers,Зенит,полузащитник,145,19
Франция,Andre Holmes,Лион,вратарь,136,-36
Россия,Mario Ortega,Спартак,полузащитник,9,13
Аргентина,Rachel Rodgers,Бока Хуниорс,защитник,58,11
Бразилия,Katherine Morales,Коринтианс,полузащитник,138,20
Испания,Melissa Cherry,Барселона,нападающий,110,13
Нидерланды,Joe Fox,Аякс,нападающий,70,34
Италия,Katherine Cruz,Интер,полузащитник,119,24
Англия,Ryan Lawson,Челси,полузащитник,90,7
Аргентина,Robert Brown,Бока Хуниорс,защитник,62,4
Бразилия,Vanessa Anderson,Палмейрас,полузащитник,23,9
Франция,Ryan Brock,Олимпик Марсель,защитник,136,16
Аргентина,Samantha Lutz,Бока Хуниорс,нападающий,66,20
Германия,Brent Cole,Боруссия Дортмунд,нападающий,112,46
Англия,Steven Cortez,Ливерпуль,вратарь,60,-9
Бразилия,Tracy Wright,Палмейрас,вратарь,75,-2
Бразилия,Robin Garcia,Коринтианс,полузащитник,130,29
Германия,Daniel Chan,Бавария,полузащитник,109,21
Россия,Samantha Moss,Спартак,полузащитник,80,13
Бразилия,Michael Moore,Фламенго,полузащитник,140,18
Португалия,Michael Henderson,Спортинг,защитник,77,4
Россия,Diana Wallace,ЦСКА,защитник,107,9
Португалия,Brenda Golden,Порту,полузащитник,78,14
Англия,Crystal Jimenez,Ливерпуль,полузащитник,85,6
Германия,Benjamin Boyle,РБ Лейпциг,защитник,41,17
Германия,Harold White,Боруссия Дортмунд,нападающий,52,14
Италия,Kaitlyn Parsons,Милан,защитник,27,16
Бразилия,Kelly Dixon,Коринтианс,полузащитник,128,10
Франция,Devin Patrick,Лион,нападающий,58,26
Бразилия,Gina Olsen,Коринтианс,защитник,130,9
Аргентина,Lori Gardner,Бока Хуниорс,нападающий,2,29
Италия,Robin Harris,Милан,защитник,133,6
Италия,Michael Johnson,Интер,полузащитник,94,25
Италия,Cody Gibson,Ювентус,защитник,149,14
Нидерланды,Christy Walker,Аякс,нападающий,25,49
Англия,Michael Cunningham,Манчестер Юнайтед,полузащитник,62,30
Аргентина,Edwin Estes,Ривер Плейт,вратарь,7,-20
Франция,Jennifer Serrano,Олимпик Марсель,полузащитник,49,26
Германия,Edward Harris,Боруссия Дортмунд,полузащитник,16,19
Португалия,Carlos Fernandez,Порту,нападающий,44,22
Бразилия,Ivan Wood,Коринтианс,нападающий,91,32
Англия,Nicole Snyder,Ливерпуль,нападающий,146,37
Франция,Michael Ruiz,ПСЖ,нападающий,130,14
Франция,Michael Weber,ПСЖ,нападающий,114,12
Германия,Amy Kim,Боруссия Дортмунд,защитник,40,7
Англия,James Matthews,Челси,вратарь,37,0
Бразилия,Brittany Green,Коринтианс,защитник,133,1
Нидерланды,David Stephens,Фейеноорд,полузащитник,9,18
Россия,Brittany Gallagher,Локомотив,защитник,43,11
Англия,Leslie Huang,Манчестер Юнайтед,защитник,78,0
Португалия,Samuel Nixon,Бенфика,нападающий,149,31
Германия,Alyssa Freeman,Бавария,полузащитник,76,23
Испания,Dawn Nelson,Барселона,защитник,131,17
Англия,Robin Woodward,Челси,полузащитник,145,8
Франция,Jonathan Holmes,ПСЖ,вратарь,92,-27
Нидерланды,Melissa Yoder,Фейеноорд,защитник,45,9
Аргентина,Christine Meza,Ривер Плейт,защитник,128,10
Бразилия,Benjamin Johnson,Коринтианс,нападающий,36,13
Португалия,Kathy Decker,Бенфика,защитник,29,5
Англия,Brandon Kennedy,Манчестер Юнайтед,полузащитник,134,29
Франция,Dr. Frances Walton,ПСЖ,защитник,106,8
Германия,Emily Williams,Бавария,полузащитник,73,25
Португалия,Natasha Heath,Спортинг,вратарь,28,0
Франция,Brianna Wood,Лион,нападающий,15,49
Россия,Jeffrey Burns,Зенит,нападающий,51,33
Нидерланды,Timothy Vincent,ПСВ,полузащитник,79,11
Италия,Jennifer Rogers,Милан,защитник,79,15
Франция,Christina Woodard,Лион,вратарь,60,-46
Англия,Brad Harris,Челси,защитник,76,11
Франция,Benjamin Taylor,Олимпик Марсель,защитник,121,0
Нидерланды,Jessica Klein,Аякс,полузащитник,14,24
Нидерланды,Grace Wright DDS,ПСВ,вратарь,32,-29
Италия,Marc Smith,Ювентус,защитник,85,0
Италия,David Patterson,Интер,защитник,79,0
Бразилия,Samantha Carpenter,Сантос,полузащитник,85,17
Португалия,Vincent White,Спортинг,защитник,58,6
Бразилия,Dr. Mallory Farmer,Фламенго,нападающий,129,45
Аргентина,Bill Avila,Ривер Плейт,защитник,68,1
Испания,Deborah Morris,Реал Мадрид,защитник,66,17
Германия,Olivia Goodman,Бавария,вратарь,61,-8
Португалия,Amber Fernandez,Спортинг,защитник,35,18
Италия,Christina Clark,Интер,защитник,66,0
Англия,Miss Ashley Shelton DVM,Челси,полузащитник,26,14
Италия,Cathy Aguirre,Ювентус,полузащитник,128,22
Италия,Robin Horne,Ювентус,защитник,72,9
Португалия,Raymond Mendez,Порту,защитник,25,7
Аргентина,Ryan Hoffman,Ривер Плейт,полузащитник,40,10
Англия,Elizabeth Carroll,Ливерпуль,полузащитник,104,14
Франция,Nathan Wilson,Олимпик Марсель,нападающий,36,46
Россия,Michael Williams,Краснодар,вратарь,36,-48
Россия,Jade Mendoza,Спартак,нападающий,26,11
Нидерланды,Laura Jacobs,ПСВ,защитник,41,20
Франция,Eddie Brown,ПСЖ,вратарь,6,-3
Англия,Marcus Mora,Манчестер Юнайтед,нападающий,109,34
Бразилия,Cynthia Rivera,Фламенго,полузащитник,33,23
Англия,Jacob Lopez,Манчестер Юнайтед,защитник,7,18
Нидерланды,Robert Harding,Аякс,нападающий,26,50
Россия,Joseph Phelps,Краснодар,защитник,56,7
Аргентина,Jerry Porter,Бока Хуниорс,защитник,136,12
Испания,Jane Kim,Барселона,полузащитник,83,16
Франция,Melissa Carpenter,Лион,нападающий,52,19
Бразилия,Monica Dodson,Сантос,защитник,133,19
Англия,Alicia Thomas,Челси,нападающий,117,23
Италия,Hannah Hansen,Ювентус,нападающий,111,17
Италия,Brian Wagner,Милан,нападающий,102,24
Англия,Phillip Perez,Челси,защитник,87,1
Португалия,Mary Villarreal,Спортинг,нападающий,5,33
Италия,Rebecca White,Ювентус,нападающий,93,24
Нидерланды,Steven Allison,Аякс,полузащитник,143,25
Германия,Danielle Massey,РБ Лейпциг,защитник,77,10
Германия,Jose Ochoa,РБ Лейпциг,защитник,67,6
Португалия,Laura Lewis,Бенфика,полузащитник,113,6
Нидерланды,Scott Manning,ПСВ,нападающий,150,45
Англия,Manuel Daniels,Ливерпуль,полузащитник,72,11
Англия,Fernando Greene,Челси,защитник,57,20
Россия,Rebekah Jennings,Краснодар,нападающий,45,36
Германия,Laura Morales,РБ Лейпциг,вратарь,78,-24
Франция,Aimee Chambers,Лион,вратарь,14,-48
Германия,Lisa Rivers,РБ Лейпциг,полузащитник,120,28
Бразилия,Ann Sherman,Коринтианс,полузащитник,80,26
Россия,Matthew Evans,Локомотив,полузащитник,145,7
Россия,Bradley Torres,Краснодар,защитник,37,11
Англия,Rhonda Knight,Ливерпуль,вратарь,108,-8
Испания,Katherine Atkins,Атлетико Мадрид,нападающий,63,11
Германия,Megan Robinson,Боруссия Дортмунд,полузащитник,29,27
Португалия,Stephanie Hunt,Порту,вратарь,92,-15
Англия,Nicholas Harris,Манчестер Юнайтед,полузащитник,17,5
Аргентина,Kenneth Reed,Бока Хуниорс,защитник,1,5
Нидерланды,Timothy Ayala,Аякс,вратарь,99,-29
Россия,Andrea Foley,Зенит,полузащитник,25,21
Франция,Michelle Aguilar,Олимпик Марсель,защитник,41,19
Нидерланды,Megan Hill,Фейеноорд,нападающий,108,44
Бразилия,Morgan Miller,Фламенго,полузащитник,88,25
Англия,Chelsea Anderson,Ливерпуль,защитник,141,1
Германия,Sean Curtis,Боруссия Дортмунд,нападающий,135,25
Бразилия,Sydney Moss,Фламенго,нападающий,24,37
Англия,Debra Huff,Ливерпуль,вратарь,87,-40
Англия,Kathy Mueller,Манчестер Юнайтед,нападающий,126,29
Германия,Brandon Crane,РБ Лейпциг,полузащитник,23,10
Бразилия,Mrs. Brandy Hill,Палмейрас,полузащитник,94,24
Италия,Kathryn Kent,Милан,нападающий,55,21
Испания,Tammy Schmidt,Барселона,защитник,74,0
Италия,Kimberly Osborn,Ювентус,нападающий,120,40
Италия,Francisco Montes,Интер,защитник,95,20
Испания,Michelle Burnett,Реал Мадрид,нападающий,93,42
Аргентина,Ruth Wood,Ривер Плейт,полузащитник,149,27
Португалия,Ralph Hill,Порту,нападающий,13,28
Франция,Amy Bailey,ПСЖ,нападающий,122,31
Нидерланды,Lori Wilson,Аякс,защитник,31,2
Франция,Carlos Watkins,Лион,вратарь,84,-15
Германия,Tammy Larsen,Боруссия Дортмунд,полузащитник,10,24
Нидерланды,Kellie Moore,Аякс,защитник,35,19
Англия,David Ramirez,Ливерпуль,нападающий,113,25
Бразилия,Charles Harrington,Коринтианс,нападающий,30,11
Испания,Kathy Kirby,Реал Мадрид,нападающий,100,41
Италия,Lisa Joseph,Милан,защитник,143,19
Бразилия,Zachary Nguyen,Сантос,нападающий,111,45
Аргентина,Joseph Harris,Ривер Плейт,нападающий,56,28
Нидерланды,Andrea Jones,Аякс,защитник,29,20
Англия,Mary Fowler,Ливерпуль,полузащитник,117,6
Франция,Matthew Church,Олимпик Марсель,полузащитник,2,27
Испания,Dylan Knight,Барселона,нападающий,13,41
Италия,Patricia Frost,Ювентус,вратарь,121,-24
Нидерланды,Troy Bond,ПСВ,защитник,14,12
Италия,Jessica Drake,Интер,нападающий,131,33
Италия,Rodney Thompson,Милан,полузащитник,94,29
Англия,Diana Ramirez,Ливерпуль,полузащитник,20,17
Аргентина,Lauren Clark,Ривер Плейт,вратарь,97,0
Испания,Desiree Silva,Реал Мадрид,защитник,35,11
Португалия,Carrie Wright,Порту,полузащитник,35,16
Франция,Sean Blankenship,ПСЖ,полузащитник,138,23
Аргентина,Michelle Thomas,Бока Хуниорс,защитник,28,20
Бразилия,James Hall,Фламенго,полузащитник,18,15
Россия,Jenny Coleman,Спартак,полузащитник,67,27
Англия,Nicholas Mcintyre,Манчестер Юнайтед,полузащитник,102,18
Германия,Scott Gomez,РБ Лейпциг,полузащитник,37,21
Аргентина,Drew Williams,Ривер Плейт,защитник,86,13
Франция,Patricia Barnes,Олимпик Марсель,нападающий,67,42
Бразилия,Alexander Thomas,Сантос,нападающий,6,27
Франция,Jason Davis,Лион,полузащитник,76,14
Франция,Rebecca Johnston,Лион,нападающий,66,24
Италия,Mark Vance,Ювентус,нападающий,58,17
Нидерланды,Jaime Murphy,ПСВ,защитник,107,1
Португалия,Carolyn Perry,Бенфика,нападающий,45,15
Испания,Kimberly Williams,Барселона,защитник,31,11
Франция,Vanessa Berg,Лион,полузащитник,38,5
Россия,Kathleen Cortez,Зенит,нападающий,82,38
Аргентина,Yvonne Osborn,Ривер Плейт,нападающий,41,47
Англия,Tara Cruz,Челси,полузащитник,15,29
Испания,Jonathan Cummings,Реал Мадрид,защитник,74,4
Португалия,Cory Johnson,Порту,полузащитник,14,25
Нидерланды,Bobby Carter,ПСВ,нападающий,77,26
Испания,Victoria Sampson,Атлетико Мадрид,нападающий,73,27
Нидерланды,Patricia Waller,ПСВ,защитник,107,20
Франция,Patrick Pham,Олимпик Марсель,защитник,109,4
Германия,Todd Johnson,Бавария,вратарь,102,-19
Аргентина,Lisa Ortiz,Ривер Плейт,нападающий,104,14
Бразилия,Angela Padilla,Фламенго,полузащитник,38,5
Аргентина,Joshua Johnson,Бока Хуниорс,защитник,81,5
Аргентина,Robert Sanders,Бока Хуниорс,защитник,7,3
Бразилия,Matthew Nguyen,Фламенго,нападающий,21,31
Португалия,Pamela Tran,Спортинг,полузащитник,50,7
Аргентина,Robert Owen,Ривер Плейт,вратарь,57,-29
Англия,Paula Taylor,Ливерпуль,нападающий,91,16
Германия,Evan Miller,Бавария,защитник,55,17
Испания,Christopher Gomez,Барселона,нападающий,5,27
Нидерланды,Thomas Roth,ПСВ,нападающий,101,12
Бразилия,Joshua Rush,Фламенго,вратарь,99,-44
Португалия,Steven Gilbert,Бенфика,полузащитник,132,9
Англия,Ms. Lorraine Johnson,Манчестер Юнайтед,вратарь,26,-3
Нидерланды,Kenneth Cochran,ПСВ,защитник,55,14
Франция,Eric Sims MD,Лион,защитник,142,1
Португалия,Laura Moore,Порту,полузащитник,100,15
Англия,Alan Woods,Челси,защитник,12,12
Англия,Mary Gilbert,Манчестер Юнайтед,полузащитник,148,10
Испания,Megan Sutton,Реал Мадрид,полузащитник,134,13
Англия,Brittany Myers,Манчестер Юнайтед,полузащитник,67,15
Россия,Latasha Turner,Локомотив,защитник,34,3
Нидерланды,Nicole Park,Аякс,полузащитник,53,16
Нидерланды,Douglas Pratt,Фейеноорд,вратарь,102,-19
Нидерланды,George Thomas,ПСВ,нападающий,133,35
Франция,Tamara Williams,Олимпик Марсель,полузащитник,61,16
Россия,Margaret Blair,Локомотив,защитник,99,1
Германия,David Guerrero,Бавария,защитник,142,14
Бразилия,Judith Scott,Фламенго,полузащитник,97,9
Аргентина,Gwendolyn Carter,Ривер Плейт,нападающий,123,10
Англия,Tina Clark MD,Ливерпуль,полузащитник,12,10
Нидерланды,Christopher Hampton,ПСВ,защитник,25,4
Бразилия,Patty Berry,Коринтианс,нападающий,107,23
Бразилия,Justin Warner,Коринтианс,защитник,66,6
Франция,Samuel Pitts,Олимпик Марсель,вратарь,91,-49
Англия,Thomas Pham,Ливерпуль,полузащитник,71,29
Англия,Cynthia Brown,Челси,вратарь,44,-43
Нидерланды,Christina Fletcher,Аякс,защитник,36,9
Германия,Kyle Warren,Бавария,защитник,75,20
Испания,Bryan Roberson,Барселона,защитник,2,16
Португалия,Ashley Carrillo,Порту,вратарь,30,-30
Россия,Matthew Ballard,ЦСКА,полузащитник,3,18
Италия,Joanna Briggs,Милан,полузащитник,65,19
Россия,Glenn Allison,Краснодар,полузащитник,59,28
Англия,Jessica Williams,Челси,нападающий,79,17
Испания,Jennifer Patel,Атлетико Мадрид,нападающий,134,21
Испания,Richard Henderson,Реал Мадрид,нападающий,41,23
Германия,Dominique Henderson,РБ Лейпциг,полузащитник,145,8
Англия,David Payne,Ливерпуль,нападающий,42,43
Италия,Monica Rivera,Милан,защитник,127,16
Германия,Wanda Washington,Боруссия Дортмунд,нападающий,52,15
Аргентина,Emily Brooks,Ривер Плейт,защитник,17,5
Нидерланды,Chris Hill,Аякс,полузащитник,139,28
Португалия,Joseph Gonzales,Спортинг,нападающий,119,49
