country,full_name,club,position,matches,goals
Франция,Patrick Green,Лион,полузащитник,10,26
Англия,Richard Davis,Манчестер Юнайтед,защитник,18,14
Англия,Mary Barajas,Ливерпуль,нападающий,57,20
Германия,Bradley Hayes PhD,Бавария,защитник,81,19
Нидерланды,Tonya Blake,Аякс,полузащитник,96,18
Франция,Nicole Leach,Лион,защитник,9,14
Германия,Amanda Tran,Боруссия Дортмунд,полузащитник,144,10
Нидерланды,Julie Fitzgerald,Аякс,нападающий,5,19
Испания,Gregory Hunter Jr.,Атлетико Мадрид,полузащитник,150,24
Португалия,Timothy Mcclure,Спортинг,защитник,55,16
Бразилия,Michael Park,Коринтианс,защитник,62,11
Франция,Tamara Waters,Олимпик Марсель,полузащитник,74,26
Португалия,Thomas Walker,Порту,полузащитник,112,26
Бразилия,Jennifer Adkins,Палмейрас,полузащитник,86,15
Германия,Dennis Chase,РБ Лейпциг,защитник,112,15
Испания,Laura Miles,Барселона,нападающий,121,42
Аргентина,Elizabeth Ward,Бока Хуниорс,защитник,78,7
Германия,Rhonda King,РБ Лейпциг,защитник,48,15
Бразилия,Brian Russell,Сантос,полузащитник,50,25
Бразилия,Susan Dixon,Фламенго,защитник,52,1
Испания,Jesse Moore,Барселона,полузащитник,110,29
Германия,Joseph Maxwell,Боруссия Дортмунд,полузащитник,22,14
Нидерланды,Barbara Perez,Аякс,защитник,113,3
Италия,James Phillips,Интер,защитник,109,16
Англия,Joseph Harris,Ливерпуль,нападающий,75,22
Италия,Katie Pacheco,Милан,полузащитник,78,19
Германия,Valerie Deleon,Боруссия Дортмунд,нападающий,9,12
Франция,Jacob Ford,Олимпик Марсель,полузащитник,9,26
Англия,Jose Blake,Челси,нападающий,70,13
Испания,David Moreno,Барселона,полузащитник,88,30
Франция,Theresa Ellison,ПСЖ,нападающий,71,50
Нидерланды,Nicholas Reynolds,ПСВ,полузащитник,79,28
Португалия,Andrea Jackson,Порту,полузащитник,97,5
Россия,Sean Adkins,Зенит,нападающий,35,41
Нидерланды,Jason Patterson,ПСВ,полузащитник,30,7
Нидерланды,Lindsay Perkins,ПСВ,полузащитник,97,11
Португалия,Douglas Flores,Бенфика,защитник,38,9
Нидерланды,Christine Oconnor,ПСВ,защитник,42,19
Аргентина,Rhonda Miller,Бока Хуниорс,защитник,66,15
Россия,Ashley Ramsey,Локомотив,нападающий,101,15
Англия,Melissa Carrillo,Ливерпуль,защитник,66,0
Франция,Megan Harrison,Олимпик Марсель,защитник,138,5
Испания,Anthony Chandler,Реал Мадрид,полузащитник,105,27
Аргентина,Timothy Scott,Бока Хуниорс,полузащитник,119,10
Испания,Wendy Johnson,Атлетико Мадрид,нападающий,123,13
Бразилия,Erica Gibbs,Палмейрас,нападающий,9,13
Испания,David Perry,Барселона,вратарь,106,-24
Германия,John Rodriguez,Боруссия Дортмунд,вратарь,108,-26
Россия,Jacqueline Lara,ЦСКА,нападающий,116,24
Аргентина,Danny Hahn,Бока Хуниорс,полузащитник,30,27
Франция,Tanya Morris,Лион,нападающий,78,47
Англия,Gregory Curtis,Ливерпуль,нападающий,41,22
Бразилия,Rebecca Leblanc,Коринтианс,защитник,84,15
Англия,Chad Ponce,Ливерпуль,нападающий,127,48
Испания,Lauren Yang,Барселона,нападающий,57,11
Россия,Chelsea Velez,ЦСКА,полузащитник,102,23
Испания,Julie Neal,Барселона,нападающий,64,41
Нидерланды,Brian Hicks,ПСВ,защитник,79,14
Германия,Thomas Smith,РБ Лейпциг,полузащитник,132,25
Италия,Terry Collins,Интер,нападающий,49,29
Португалия,Carrie Landry,Бенфика,полузащитник,22,7
Аргентина,Debbie Carroll,Ривер Плейт,полузащитник,45,29
Франция,Omar Chang,ПСЖ,вратарь,8,-46
Италия,Cody Gonzalez,Ювентус,вратарь,67,-10
Германия,Darius Roberts,Бавария,полузащитник,26,27
Франция,Jacob Sosa,Олимпик Марсель,полузащитник,121,16
Нидерланды,William Sutton,Аякс,полузащитник,46,21
Аргентина,Rachel Gomez,Ривер Плейт,защитник,103,13
Англия,Louis Garcia,Челси,защитник,45,6
Бразилия,Tiffany Baxter,Коринтианс,нападающий,69,33
Бразилия,Kelly Payne,Коринтианс,полузащитник,30,12
Россия,Justin Jones,ЦСКА,нападающий,149,36
Бразилия,Nicole Flores,Коринтианс,нападающий,70,34
Англия,Lauren Jordan,Ливерпуль,полузащитник,10,23
Аргентина,Ashley Hamilton,Бока Хуниорс,вратарь,39,-17
Россия,Amanda Lopez,Локомотив,нападающий,17,40
Бразилия,Michael Hernandez,Палмейрас,защитник,14,14
Германия,Alan Murray,РБ Лейпциг,полузащитник,18,28
Испания,Valerie Henry,Барселона,вратарь,66,-2
Франция,William Mejia,Олимпик Марсель,полузащитник,90,27
Нидерланды,Jeremy Forbes,ПСВ,защитник,125,5
Бразилия,Joshua Frost,Фламенго,защитник,80,17
Англия,Susan Maxwell,Челси,защитник,69,0
Германия,James Jackson,Бавария,полузащитник,122,28
Аргентина,Jacqueline Parsons,Ривер Плейт,защитник,31,6
Англия,Lawrence Holmes,Манчестер Юнайтед,вратарь,45,-28
Италия,Tricia Morrison,Милан,полузащитник,133,21
Нидерланды,Charles Shaffer,Аякс,нападающий,110,38
Германия,Amanda Brown,Бавария,защитник,84,5
Испания,Johnathan Gibson,Барселона,защитник,13,1
Португалия,Jennifer Ellis,Порту,защитник,86,13
Италия,Amy White,Милан,защитник,101,16
Нидерланды,Bruce Martinez,ПСВ,нападающий,72,10
Россия,Anita Shelton,Краснодар,защитник,58,8
Испания,Nathaniel Perry,Атлетико Мадрид,нападающий,50,20
Франция,Pamela Smith,Лион,вратарь,109,-48
Германия,Amy Schwartz,Бавария,защитник,108,0
Германия,Cindy Strong,Бавария,нападающий,31,37
Россия,Rachel Ibarra,ЦСКА,полузащитник,14,27
Испания,James Smith,Барселона,нападающий,64,47
Италия,Amber Nicholson,Интер,защитник,104,19
Испания,Joseph Miller,Реал Мадрид,полузащитник,147,15
Аргентина,Curtis Hartman,Ривер Плейт,защитник,69,19
Бразилия,Rhonda Gregory,Сантос,полузащитник,114,9
Нидерланды,Rebecca West,Фейеноорд,нападающий,141,47
Россия,Earl Carroll,Зенит,защитник,150,11
Германия,Amy Palmer,РБ Лейпциг,защитник,114,11
Нидерланды,Alexandria Turner,Фейеноорд,вратарь,90,-18
Португалия,Emily Mcintyre,Порту,полузащитник,122,27
Англия,Madeline Harris,Манчестер Юнайтед,нападающий,61,32
Россия,Kimberly Jackson,Локомотив,нападающий,91,45
Италия,Shannon Moss,Ювентус,нападающий,17,22
Англия,Lisa Giles,Ливерпуль,полузащитник,34,6
Аргентина,Erica Berry,Бока Хуниорс,нападающий,132,29
Бразилия,Keith Hamilton,Коринтианс,полузащитник,65,27
Аргентина,Eduardo Rojas,Ривер Плейт,защитник,33,2
Аргентина,Stephanie Miranda,Ривер Плейт,нападающий,13,31
Нидерланды,Megan Rose,Аякс,полузащитник,134,13
Бразилия,Brandon Sanchez,Фламенго,вратарь,52,-12
Португалия,Ryan Castro,Порту,защитник,74,9
Россия,Jose Conner,Локомотив,нападающий,91,50
Россия,Linda Gibson,ЦСКА,защитник,41,18
Англия,Eric Fernandez,Ливерпуль,защитник,3,2
Нидерланды,Cheryl Bullock,Аякс,нападающий,148,40
Италия,Kayla Sanchez,Интер,вратарь,51,-48
Нидерланды,Bethany Barnes,Аякс,нападающий,50,49
Аргентина,Angel Evans,Бока Хуниорс,нападающий,112,24
Португалия,Christopher Gray,Спортинг,защитник,91,6
Португалия,Jeff Fleming,Спортинг,нападающий,106,32
Португалия,Scott Bennett,Порту,полузащитник,149,19
Франция,Laura Odom,Олимпик Марсель,защитник,84,13
Германия,David Cain,Бавария,полузащитник,134,30
Англия,Donna Copeland,Ливерпуль,защитник,94,15
Италия,Barbara Bowen,Милан,полузащитник,98,16
Испания,Ms. Emily Jones DVM,Реал Мадрид,вратарь,98,-34
Аргентина,Mrs. Deanna Jones,Ривер Плейт,защитник,85,11
Испания,Heather Smith,Барселона,полузащитник,88,9
Англия,Eduardo Abbott,Челси,нападающий,85,38
Франция,Michael Gamble,Олимпик Марсель,нападающий,127,31
Испания,Brian Lopez,Реал Мадрид,нападающий,51,28
Аргентина,Brandon Walls,Ривер Плейт,вратарь,1,-22
Испания,Robert Jackson,Барселона,нападающий,89,30
Бразилия,Shawn Clark,Палмейрас,полузащитник,20,10
Франция,Yvette Copeland,Олимпик Марсель,полузащитник,143,11
Аргентина,Cameron Bird,Бока Хуниорс,защитник,39,4
Испания,Roy Burch,Барселона,полузащитник,17,17
Нидерланды,Tammy Reynolds,Фейеноорд,нападающий,124,20
Бразилия,Angela Thompson,Коринтианс,защитник,125,7
Италия,Charles Johnson,Интер,защитник,127,8
Италия,Michelle Martin,Милан,нападающий,12,19
Италия,Susan Jones,Ювентус,защитник,8,18
Англия,Kimberly Bryant,Челси,защитник,23,6
Нидерланды,James Kim,Аякс,нападающий,73,46
Россия,John Mitchell,ЦСКА,полузащитник,119,16
Аргентина,Bobby Page,Ривер Плейт,полузащитник,42,18
Германия,Mary Turner,Бавария,вратарь,97,-19
Аргентина,Richard Wade,Бока Хуниорс,полузащитник,94,24
Нидерланды,Michael Donaldson,Фейеноорд,полузащитник,41,12
Бразилия,Jo Velazquez,Сантос,нападающий,107,35
Россия,Jennifer King,Краснодар,нападающий,69,36
Бразилия,John Shah,Фламенго,защитник,100,7
Португалия,Jason Hood,Спортинг,защитник,112,15
Испания,Nicholas Figueroa,Атлетико Мадрид,вратарь,99,-21
Бразилия,Robert Hunt,Фламенго,защитник,61,13
Франция,Tiffany Harris,ПСЖ,нападающий,8,25
Франция,Justin Hanson,ПСЖ,нападающий,87,28
Нидерланды,Jamie Thompson,Фейеноорд,защитник,102,6
Англия,William Brown DDS,Челси,полузащитник,70,8
Бразилия,Richard Archer,Коринтианс,нападающий,3,12
Бразилия,Samantha Clark,Сантос,защитник,30,12
Англия,Daniel Williams,Ливерпуль,полузащитник,114,26
Англия,Lisa Wilson,Манчестер Юнайтед,вратарь,64,-47
Россия,Diana Williams,Краснодар,нападающий,84,46
Англия,Erika Aguirre,Манчестер Юнайтед,нападающий,66,15
Франция,Allen Nguyen,Олимпик Марсель,полузащитник,52,28
Бразилия,Robert White,Сантос,защитник,62,2
Аргентина,Alexa Miller,Ривер Плейт,защитник,98,5
Португалия,Keith Freeman,Бенфика,защитник,12,3
Россия,Lisa Hudson,Локомотив,защитник,80,7
Франция,Peter Nichols,ПСЖ,защитник,11,12
Аргентина,Laurie Ponce,Ривер Плейт,нападающий,144,37
Аргентина,Ana Adams,Ривер Плейт,нападающий,97,13
Германия,James Jensen,Боруссия Дортмунд,полузащитник,19,17
Италия,William Archer,Милан,защитник,90,18
Англия,Jeff Cannon,Манчестер Юнайтед,полузащитник,148,15
Бразилия,Pamela Thomas,Палмейрас,полузащитник,86,14
Франция,Jesus Miller,ПСЖ,нападающий,33,15
Италия,Jason Stewart,Милан,нападающий,138,28
Италия,Rebecca Burke,Милан,нападающий,44,21
Нидерланды,Maureen Schwartz,Фейеноорд,нападающий,113,11
Испания,Candice Escobar,Реал Мадрид,вратарь,45,-16
Германия,Steven Pearson,Бавария,полузащитник,104,9
Нидерланды,Matthew Adams,Фейеноорд,защитник,55,13
Россия,Michael Ingram,Зенит,нападающий,141,34
Бразилия,Jeffrey Jimenez,Фламенго,защитник,51,17
Бразилия,Daniel Miller,Сантос,нападающий,80,31
Португалия,Dale Graves,Спортинг,полузащитник,49,8
Германия,Eric Lewis,Бавария,полузащитник,116,9
Германия,Kevin Walsh,Бавария,полузащитник,65,27
Нидерланды,Nicholas Blankenship,Фейеноорд,защитник,58,3
Англия,Tracy Perry,Манчестер Юнайтед,нападающий,148,16
Германия,Tamara Lopez,Боруссия Дортмунд,нападающий,125,20
Португалия,Jacqueline Rodriguez,Спортинг,защитник,148,16
Нидерланды,James Reed,Аякс,вратарь,67,-41
Англия,Michael Zimmerman,Ливерпуль,полузащитник,37,25
Бразилия,Shannon Long,Коринтианс,нападающий,89,31
Нидерланды,Sarah Richards,Фейеноорд,защитник,52,13
Франция,Daniel Jackson,Олимпик Марсель,полузащитник,25,29
Англия,Natasha Miller,Челси,полузащитник,53,20
Нидерланды,Logan Nguyen,Аякс,нападающий,147,15
Англия,Mary Jones,Ливерпуль,полузащитник,11,22
Бразилия,Allison Huang,Сантос,полузащитник,146,18
Португалия,Brandi Olson,Бенфика,защитник,86,13
Англия,Ian Mcdowell,Ливерпуль,защитник,135,8
Италия,Samantha Buck,Ювентус,нападающий,71,20
Нидерланды,Anthony Shepherd,Фейеноорд,защитник,139,6
Нидерланды,James Collier,ПСВ,нападающий,16,48
Испания,Nathan Wiley,Барселона,нападающий,124,11
Аргентина,Haley Ellis,Бока Хуниорс,полузащитник,71,10
Франция,John Walsh,Лион,полузащитник,102,19
Испания,Jacqueline Stone,Реал Мадрид,полузащитник,64,30
Нидерланды,Amanda Black MD,ПСВ,полузащитник,61,24
Германия,Danielle Peterson,Боруссия Дортмунд,нападающий,82,12
Бразилия,Carlos Taylor,Палмейрас,нападающий,63,18
Италия,Brandon Thomas,Милан,защитник,89,4
Бразилия,Brandon Mahoney,Палмейрас,нападающий,67,30
Россия,Ivan Taylor,Зенит,вратарь,64,-27
Бразилия,Nicholas Silva,Сантос,нападающий,48,35
Аргентина,David Mckinney,Бока Хуниорс,нападающий,110,36
Бразилия,Aaron Christensen,Палмейрас,нападающий,16,11
Франция,Michael Mckinney,Лион,нападающий,32,44
Италия,Jillian Ashley,Ювентус,нападающий,78,45
Нидерланды,Michael Kennedy,ПСВ,защитник,108,1
Бразилия,Roger Stanton,Фламенго,защитник,118,2
Нидерланды,Eric Bradley,ПСВ,вратарь,22,-31
Россия,Mr. Marcus Torres,Локомотив,полузащитник,19,24
Нидерланды,Christopher Garrett,ПСВ,вратарь,12,-18
Нидерланды,Maurice West,ПСВ,вратарь,40,-28
Португалия,Robert Martin,Спортинг,нападающий,83,41
Бразилия,Richard Chandler,Фламенго,нападающий,40,49
Португалия,Sydney Erickson,Порту,вратарь,146,-35
Франция,Maureen Ballard,Лион,полузащитник,147,12
Аргентина,Gina Conrad,Бока Хуниорс,вратарь,141,-46
Бразилия,Steven Davis,Сантос,полузащитник,85,21
Англия,Jack Cox,Ливерпуль,полузащитник,44,11
Испания,Joseph Smith,Барселона,полузащитник,113,14
Испания,Shawn Francis,Реал Мадрид,нападающий,139,44
Аргентина,Carl Owens,Ривер Плейт,полузащитник,27,29
Бразилия,Clarence White,Коринтианс,нападающий,33,48
Португалия,Andrew Ward,Порту,нападающий,149,25
Англия,Kyle Stone,Манчестер Юнайтед,нападающий,144,29
Франция,Mr. Curtis Williams,Олимпик Марсель,полузащитник,72,29
Нидерланды,Dawn Clark,Фейеноорд,защитник,10,1
Нидерланды,Kristin Blankenship,ПСВ,защитник,52,17
Франция,Jill Barton,ПСЖ,нападающий,45,25
Испания,Amanda Taylor,Барселона,защитник,115,18
Англия,Nancy Mccullough,Челси,защитник,81,6
Аргентина,Marc Butler,Бока Хуниорс,защитник,139,11
Франция,Frank Peters,Лион,нападающий,91,41
Испания,Ellen Todd,Барселона,полузащитник,70,24
Россия,Maria Winters,Локомотив,защитник,15,10
Франция,Kelly Hunt,ПСЖ,защитник,87,4
Португалия,Cheyenne Williams,Бенфика,защитник,57,1
Бразилия,Deborah Flynn,Сантос,нападающий,11,20
Италия,Larry Guzman,Интер,защитник,108,1
Испания,Christian Powers,Реал Мадрид,нападающий,134,14
Португалия,Cody Jones,Бенфика,защитник,108,3
Португалия,Todd Ortiz,Спортинг,полузащитник,29,27
Англия,Douglas Cox,Манчестер Юнайтед,полузащитник,7,15
Италия,Joseph Gallagher,Милан,нападающий,80,40
Россия,Kathleen Bell,Краснодар,нападающий,104,14
Португалия,Mr. Thomas Marsh,Порту,нападающий,59,17
Нидерланды,Jennifer Guzman,ПСВ,полузащитник,28,5
Германия,Brandy Ruiz,РБ Лейпциг,защитник,16,12
Англия,Sydney Ho,Челси,защитник,141,17
Россия,Anthony Davis,Спартак,защитник,37,18
Франция,Kurt Boyd,Лион,нападающий,76,41
Португалия,Mark Smith,Бенфика,вратарь,53,-45
Англия,Rebecca Brown,Манчестер Юнайтед,вратарь,104,-13
Англия,Daniel Ruiz,Манчестер Юнайтед,вратарь,113,-1
Португалия,George Butler,Спортинг,полузащитник,79,20
Англия,Timothy Cain,Ливерпуль,нападающий,114,12
Испания,Lisa Hutchinson,Барселона,нападающий,138,44
Нидерланды,Daniel Franklin,ПСВ,полузащитник,5,5
Франция,Thomas Gonzalez,Лион,полузащитник,140,6
Нидерланды,Jose Torres,Аякс,полузащитник,36,27
Бразилия,Kevin Thomas,Фламенго,защитник,117,11
Италия,Jason Avila,Ювентус,нападающий,45,15
Россия,Heather Phelps,Зенит,вратарь,99,-39
Англия,Angela Romero,Ливерпуль,нападающий,17,34
Португалия,Tina Estes,Бенфика,полузащитник,51,27
Франция,Jordan Keller,Олимпик Марсель,нападающий,8,36
Бразилия,Vincent Bullock,Фламенго,нападающий,108,43
Германия,Andrew Jones,РБ Лейпциг,нападающий,42,28
Нидерланды,Kendra Garrett,ПСВ,полузащитник,5,13
Аргентина,Stephanie Pierce,Бока Хуниорс,нападающий,50,37
Англия,Jessica Rodriguez,Манчестер Юнайтед,полузащитник,134,17
Франция,Charles Weber,Лион,полузащитник,115,30
Англия,Kelly Alexander,Манчестер Юнайтед,защитник,12,2
Германия,David Nguyen,РБ Лейпциг,нападающий,118,44
Англия,Bobby Villarreal,Манчестер Юнайтед,нападающий,102,27
Нидерланды,Maria Ayala,Фейеноорд,полузащитник,137,11
Франция,Nathan Torres,ПСЖ,нападающий,147,20
Италия,Lydia Moore,Интер,вратарь,47,-6
Испания,Christine Jackson,Реал Мадрид,полузащитник,149,24
Англия,Diana Lang,Ливерпуль,нападающий,135,10
Португалия,Mary Mathews,Порту,полузащитник,131,11
Аргентина,Tina Young,Ривер Плейт,полузащитник,25,25
Германия,Joanne Lewis,Бавария,нападающий,145,35
Нидерланды,Philip Adams,ПСВ,полузащитник,129,13
Англия,Jessica Lopez,Ливерпуль,защитник,81,7
Англия,Jacqueline Adams,Манчестер Юнайтед,защитник,2,3
Испания,Rebecca Walker,Барселона,полузащитник,29,16
Португалия,Dr. Kristin Russell DDS,Бенфика,нападающий,126,38
Португалия,Eric Reid,Спортинг,защитник,58,16
Италия,Robert Romero,Интер,вратарь,9,-5
Нидерланды,Charles Larson,Фейеноорд,нападающий,135,32
Англия,Stephen Burnett,Ливерпуль,нападающий,113,14
Италия,Xavier Young,Ювентус,полузащитник,94,9
Аргентина,Ricky Hood,Бока Хуниорс,защитник,34,3
Бразилия,Christina Williams,Палмейрас,нападающий,11,33
Португалия,Roy Brown,Порту,защитник,150,17
Португалия,Kristin Ellison,Порту,нападающий,30,36
Аргентина,April Jones,Бока Хуниорс,защитник,102,20
Италия,Joseph Brooks,Интер,полузащитник,20,19
Англия,Debra Silva,Ливерпуль,нападающий,48,28
Нидерланды,Christopher Gentry,Аякс,нападающий,119,13
Португалия,Keith Miller,Спортинг,защитник,83,6
Испания,Barbara Davies,Реал Мадрид,вратарь,86,0
Англия,Henry Love,Ливерпуль,защитник,38,16
Бразилия,Cynthia Keller,Палмейрас,нападающий,52,33
Нидерланды,Donna Wade,Аякс,полузащитник,122,8
Бразилия,Linda Smith,Сантос,защитник,142,1
Германия,Mallory Vazquez,Боруссия Дортмунд,полузащитник,150,9
Аргентина,Mary Frank,Ривер Плейт,защитник,17,11
Англия,Janet Brown,Ливерпуль,защитник,66,0
Россия,William Rogers,Краснодар,защитник,125,0
Нидерланды,David Mathews,ПСВ,защитник,133,20
Франция,Austin Gonzalez DVM,ПСЖ,вратарь,22,-27
Испания,Jonathan Griffith,Барселона,нападающий,106,12
Германия,Jennifer Solis,Бавария,полузащитник,118,7
Бразилия,David Murphy,Фламенго,защитник,59,4
Бразилия,Alyssa Leblanc,Палмейрас,нападающий,26,18
Нидерланды,Julian Smith,ПСВ,нападающий,83,16
Англия,Angela Hall,Манчестер Юнайтед,полузащитник,68,18
Италия,Stacy Schmidt,Милан,вратарь,130,-33
Испания,Caitlin Underwood,Атлетико Мадрид,полузащитник,50,14
Англия,Kathleen Schwartz,Ливерпуль,защитник,78,3
Франция,Ethan Newton,Лион,полузащитник,110,5
Аргентина,Gerald Leon,Ривер Плейт,нападающий,19,49
Испания,Michael Phillips,Реал Мадрид,нападающий,101,32
Португалия,Zachary Ball,Бенфика,полузащитник,46,7
Аргентина,Holly Conrad,Ривер Плейт,вратарь,53,-8
Италия,Daniel Bishop,Ювентус,полузащитник,81,15
Нидерланды,James Davis,Аякс,нападающий,92,48
Испания,Rebecca Bell,Реал Мадрид,защитник,101,4
Испания,Brian Cervantes,Реал Мадрид,вратарь,79,-9
Германия,James Robinson,РБ Лейпциг,полузащитник,90,18
Франция,Patrick Baker,ПСЖ,нападающий,38,39
Бразилия,Susan Soto,Палмейрас,защитник,115,6
Германия,Joseph Carter PhD,Бавария,защитник,37,19
Аргентина,Diana Rodriguez,Бока Хуниорс,полузащитник,44,6
Бразилия,Randall Nelson,Фламенго,защитник,99,0
Англия,Jacqueline Lopez,Ливерпуль,вратарь,35,-27
Англия,Alexander Johnson,Ливерпуль,нападающий,132,30
Бразилия,Jennifer Howard,Сантос,нападающий,68,22
Португалия,James Hernandez,Порту,нападающий,16,21
Аргентина,Brian Hughes,Бока Хуниорс,полузащитник,35,8
Португалия,Robyn Swanson,Бенфика,полузащитник,56,23
Испания,Aaron Peck,Реал Мадрид,защитник,19,8
Англия,Heather Meyer,Ливерпуль,вратарь,110,-29
Германия,Patricia Smith,Бавария,нападающий,41,47
Португалия,Lindsey Mcgee,Бенфика,защитник,58,11
Италия,Patricia Richardson,Ювентус,полузащитник,110,17
Германия,Jacqueline Obrien,РБ Лейпциг,полузащитник,148,22
Италия,Natalie Hayes,Ювентус,нападающий,54,33
Испания,Mitchell Davis,Барселона,полузащитник,41,24
Россия,Linda Chapman,Спартак,защитник,93,20
Аргентина,Jennifer Patterson,Ривер Плейт,вратарь,104,-36
Нидерланды,Robert Adkins,Аякс,защитник,109,6
Россия,Lee Rogers,Зенит,полузащитник,46,24
Италия,Wanda Wilson,Интер,нападающий,135,43
Нидерланды,Laura Price,Фейеноорд,полузащитник,140,14
Германия,Rebecca Lewis,РБ Лейпциг,полузащитник,142,7
Нидерланды,Joanne Watson,Фейеноорд,вратарь,83,-38
Бразилия,Pamela Jordan,Коринтианс,защитник,46,11
Бразилия,Karen Whitehead,Палмейрас,полузащитник,52,16
Франция,Andrew Garrison,Лион,защитник,9,3
Нидерланды,Bryan Miller,Фейеноорд,нападающий,119,39
Аргентина,Jeffrey Perez,Бока Хуниорс,полузащитник,150,22
Германия,Jeffrey Smith,РБ Лейпциг,нападающий,131,30
Англия,Shawn Andersen,Ливерпуль,нападающий,50,30
Италия,Peggy Shannon,Интер,полузащитник,127,29
Россия,Steven Walsh,Зенит,полузащитник,99,24
Бразилия,Kenneth Jimenez,Фламенго,нападающий,105,41
Аргентина,Laura Pierce,Ривер Плейт,вратарь,2,-27
Аргентина,Sharon Tucker,Ривер Плейт,вратарь,59,0
Италия,Tony Young,Милан,защитник,148,15
Аргентина,Brianna Foster,Ривер Плейт,полузащитник,101,19
Германия,Christopher Black,РБ Лейпциг,нападающий,62,33
Испания,Kevin Hays,Реал Мадрид,нападающий,113,34
Англия,Mrs. Kristin Jackson,Ливерпуль,защитник,46,15
Испания,Christina Walker,Барселона,защитник,110,8
Россия,Diana Hill,Зенит,защитник,125,20
Англия,Jeffrey Walker,Челси,полузащитник,109,18
Бразилия,Peter Little,Коринтианс,полузащитник,110,13
Англия,Mr. Tyler Casey,Челси,вратарь,95,-18
Испания,Stephanie Smith,Реал Мадрид,вратарь,110,-18
Бразилия,Jennifer Randall,Сантос,нападающий,27,30
Португалия,Kenneth Doyle,Бенфика,вратарь,18,-26
Нидерланды,Rodney Fleming,ПСВ,нападающий,3,44
Россия,Helen Little,Локомотив,нападающий,57,45
Бразилия,Denise Blake,Палмейрас,нападающий,73,34
Бразилия,Tiffany Lee,Сантос,защитник,148,3
Португалия,Johnny Williams,Порту,полузащитник,48,21
Аргентина,Timothy Murray,Бока Хуниорс,полузащитник,41,6
Франция,Laura Cook MD,Лион,вратарь,121,-27
Англия,Heather Caldwell,Челси,полузащитник,90,7
Нидерланды,Jacob Morris,Аякс,полузащитник,44,23
Россия,Xavier Spence,ЦСКА,полузащитник,52,30
Россия,Kelly Williams,Спартак,защитник,125,16
Германия,Allison Rodriguez,Бавария,вратарь,67,-45
Италия,Adam Tanner,Ювентус,полузащитник,61,10
Нидерланды,Jennifer Carson,Аякс,нападающий,50,48
Германия,Heather Reed,РБ Лейпциг,полузащитник,79,24
Португалия,Robert Booth,Бенфика,нападающий,26,11
Франция,Luis Williams,Лион,полузащитник,53,24
Испания,Nicole Elliott,Барселона,нападающий,66,25
Россия,Taylor Chang,Краснодар,нападающий,5,27
Англия,Chad Anderson,Манчестер Юнайтед,нападающий,33,33
Аргентина,Ricardo Houston,Ривер Плейт,полузащитник,138,25
Испания,David Anderson,Атлетико Мадрид,нападающий,133,40
Англия,Brandon English,Манчестер Юнайтед,нападающий,23,23
Англия,Larry Jones,Манчестер Юнайтед,нападающий,17,19
Бразилия,Amanda Jackson,Фламенго,защитник,51,2
Россия,Joel Barnes,Локомотив,вратарь,59,-39
Россия,Ronald Russell,Зенит,полузащитник,33,28
Португалия,Timothy Murphy,Бенфика,защитник,37,16
Нидерланды,Jordan Clark,Аякс,нападающий,67,39
Бразилия,Michael Ward,Палмейрас,нападающий,101,15
Германия,Alan Hunter,Боруссия Дортмунд,полузащитник,60,9
Италия,Jesse Chambers,Ювентус,полузащитник,102,11
Германия,Gregory Roberts,Бавария,защитник,26,15
Португалия,Kelsey Barr,Порту,нападающий,81,10
Россия,Kristina Parker,Зенит,вратарь,22,-14
Бразилия,Shannon Thompson,Коринтианс,полузащитник,25,20
Италия,Maria Johnson,Ювентус,нападающий,120,21
Италия,Adam Olsen,Интер,полузащитник,83,11
Англия,Thomas Zuniga,Ливерпуль,нападающий,117,34
Италия,Carol Ramirez,Милан,нападающий,101,22
Аргентина,Kevin Jenkins,Ривер Плейт,полузащитник,22,18
Испания,Brian Jones,Барселона,защитник,36,14
Франция,William Marshall,Лион,полузащитник,118,15
Испания,Jessica Walker,Реал Мадрид,нападающий,62,41
Германия,Melissa Daugherty,Боруссия Дортмунд,нападающий,21,10
Франция,Alexis Mcneil,ПСЖ,полузащитник,1,30
Аргентина,John Rogers,Бока Хуниорс,полузащитник,119,7
Нидерланды,Amanda Adams,Фейеноорд,полузащитник,116,22
Нидерланды,Kenneth Fitzgerald,Фейеноорд,полузащитник,57,28
Италия,Ashley Vazquez,Ювентус,полузащитник,134,16
Франция,Denise Garcia,Лион,нападающий,122,49
Англия,John Moore,Челси,полузащитник,89,12
Англия,Christopher Rodriguez,Челси,нападающий,132,44
Россия,Anna Thomas,Краснодар,полузащитник,42,10
Англия,Mrs. Judith Meyers,Манчестер Юнайтед,нападающий,12,39
Англия,Jeffrey Torres,Челси,вратарь,52,-48
Аргентина,Dustin Jones,Бока Хуниорс,защитник,143,1
Англия,Johnny Carpenter,Ливерпуль,нападающий,62,14
Аргентина,Jesse Martinez,Бока Хуниорс,защитник,54,15
Бразилия,Kaitlyn Petty,Фламенго,полузащитник,97,24
Германия,Cathy Wilson,РБ Лейпциг,полузащитник,28,24
Испания,Jacqueline Martinez,Атлетико Мадрид,полузащитник,119,24
Италия,Anthony Andrade,Ювентус,защитник,67,9
Аргентина,Christina Mcdonald,Ривер Плейт,нападающий,82,26
Италия,Karen Lee,Ювентус,защитник,6,6
