country,full_name,club,position,matches,goals
Испания,Todd Henry,Барселона,полузащитник,80,7
Бразилия,Diana Stewart,Палмейрас,нападающий,45,32
Германия,Heather Kemp,Боруссия Дортмунд,нападающий,120,45
Россия,Spencer Ramsey,ЦСКА,нападающий,4,45
Испания,Jennifer Wilson,Реал Мадрид,нападающий,86,50
Испания,Richard Burke,Атлетико Мадрид,нападающий,146,37
Германия,Heather Powers,Бавария,полузащитник,96,6
Англия,Krista Allen,Челси,полузащитник,143,29
Россия,Dale Floyd,Краснодар,вратарь,89,-9
Италия,Lisa Clark,Милан,защитник,126,20
Италия,Vanessa Frost,Ювентус,вратарь,101,-16
Бразилия,Karen Bryan,Сантос,полузащитник,62,15
Англия,Darius Lewis,Манчестер Юнайтед,нападающий,122,40
Италия,Amanda Gray,Интер,защитник,111,4
Португалия,Madeline Wilson,Спортинг,полузащитник,146,7
Италия,Patrick Glover,Милан,нападающий,92,16
Португалия,William Dean,Спортинг,защитник,27,10
Россия,Connie Maynard,Спартак,нападающий,16,39
Аргентина,Shannon Harvey,Ривер Плейт,нападающий,56,16
Германия,Robert Cannon,РБ Лейпциг,полузащитник,134,22
Испания,Dennis Jordan,Атлетико Мадрид,вратарь,56,-20
Испания,Spencer Griffith,Атлетико Мадрид,нападающий,145,25
Италия,Maurice Sandoval,Ювентус,нападающий,67,14
Аргентина,Jamie Robinson,Бока Хуниорс,нападающий,38,14
Италия,Sarah Vargas,Ювентус,защитник,65,4
Нидерланды,Karen Morris,Фейеноорд,полузащитник,105,16
Германия,Scott Yoder,Боруссия Дортмунд,полузащитник,38,11
Англия,Charles Spencer,Ливерпуль,защитник,58,5
Италия,Elizabeth King,Интер,нападающий,87,33
Россия,Michelle Williams,Локомотив,полузащитник,11,23
Португалия,John Walker DDS,Порту,защитник,144,14
Германия,Jacob Mcconnell,РБ Лейпциг,нападающий,146,34
Аргентина,Jamie Pearson,Ривер Плейт,защитник,9,4
Испания,Patricia Snyder,Барселона,полузащитник,8,18
Россия,Scott Zuniga,Спартак,полузащитник,68,10
Италия,Michele Brown,Ювентус,защитник,12,14
Португалия,Alexander Vargas,Бенфика,защитник,101,20
Россия,Jim Byrd,Зенит,защитник,3,7
Россия,Daniel Price,ЦСКА,полузащитник,71,9
Италия,Anna Castillo,Интер,защитник,9,19
Англия,Erin Martinez,Манчестер Юнайтед,нападающий,120,42
Франция,Trevor Steele,ПСЖ,полузащитник,80,25
Нидерланды,Catherine Watson,ПСВ,нападающий,121,30
Португалия,Nicole Henson,Порту,вратарь,145,-3
Россия,Joshua Ball,ЦСКА,полузащитник,16,22
Испания,Andrea Craig,Реал Мадрид,нападающий,73,44
Германия,Veronica Gray,РБ Лейпциг,защитник,134,3
Россия,Tammy Morgan,Спартак,полузащитник,121,20
Португалия,Andre Roberts,Бенфика,вратарь,70,-26
Бразилия,Cassidy Griffin,Сантос,полузащитник,94,12
Италия,Mr. William Price,Интер,нападающий,48,11
Нидерланды,Shirley Smith,Фейеноорд,нападающий,56,13
Италия,Robert Hammond,Ювентус,полузащитник,108,28
Португалия,Loretta Johnston,Спортинг,полузащитник,41,21
Англия,Brenda Collins,Ливерпуль,защитник,135,12
Испания,Jeff Moreno,Барселона,полузащитник,7,25
Франция,Brittany Harvey,ПСЖ,защитник,81,20
Германия,Cindy Mendoza,РБ Лейпциг,нападающий,58,27
Бразилия,Jennifer Griffin,Фламенго,вратарь,68,-9
Германия,Pamela Williamson,РБ Лейпциг,полузащитник,126,6
Бразилия,Kevin Ferguson,Коринтианс,защитник,104,17
Германия,Jennifer Zamora,РБ Лейпциг,полузащитник,121,23
Россия,Jessica Petersen,Краснодар,нападающий,91,46
Германия,Christopher Brown,РБ Лейпциг,полузащитник,98,22
Нидерланды,Xavier Lucas,Аякс,защитник,71,5
Германия,Antonio Tyler,Бавария,полузащитник,30,21
Португалия,Andrew Foster,Бенфика,вратарь,81,-30
Англия,Paul Levine,Ливерпуль,полузащитник,33,9
Германия,Jennifer Ford,Боруссия Дортмунд,нападающий,52,26
Испания,Jeremy Daniels,Атлетико Мадрид,полузащитник,21,30
Нидерланды,Jeffrey Moody,Аякс,защитник,136,15
Англия,James Lawson,Манчестер Юнайтед,полузащитник,79,10
Бразилия,Rodney Sanders,Палмейрас,нападающий,136,17
Италия,Mr. Matthew Silva MD,Интер,нападающий,89,22
Испания,Dawn Clarke,Атлетико Мадрид,полузащитник,17,10
Германия,Michelle Joseph,РБ Лейпциг,вратарь,148,-31
Франция,Nicole Frank,Лион,полузащитник,46,23
Аргентина,Ann Barton,Ривер Плейт,защитник,144,19
Англия,James Edwards,Манчестер Юнайтед,защитник,141,10
Франция,Timothy Bennett,Лион,защитник,95,6
Франция,Devin Jones,ПСЖ,нападающий,21,39
Германия,Jessica Lucero,РБ Лейпциг,защитник,72,18
Италия,Andrew Choi,Интер,нападающий,68,18
Испания,Danny Conner,Реал Мадрид,полузащитник,148,14
Испания,Dr. Vanessa Sullivan MD,Барселона,вратарь,33,-30
Испания,Joel Burns,Реал Мадрид,полузащитник,1,14
Франция,Christopher Rodriguez,Лион,полузащитник,1,14
Англия,Kyle Lara,Ливерпуль,защитник,114,11
Франция,Denise Schultz,Лион,защитник,54,8
Испания,Jerry Evans,Барселона,нападающий,71,20
Россия,Dr. Erin Gardner,Спартак,полузащитник,73,5
Италия,Devin Reed,Ювентус,полузащитник,108,26
Англия,Joseph Thomas,Манчестер Юнайтед,вратарь,123,-50
Аргентина,Patrick Kerr,Бока Хуниорс,вратарь,149,-50
Россия,Susan Johnson,Спартак,нападающий,118,37
Аргентина,Anthony Duncan,Бока Хуниорс,защитник,92,20
Россия,Zachary Howell,ЦСКА,защитник,45,14
Англия,Yolanda Gregory,Манчестер Юнайтед,вратарь,57,-14
Германия,Mr. Joseph Butler,РБ Лейпциг,нападающий,29,25
Аргентина,Teresa Jones,Ривер Плейт,нападающий,61,18
Англия,Lindsey Harrison,Манчестер Юнайтед,вратарь,52,-9
Англия,Steven Patton,Челси,защитник,65,4
Италия,Daniel Moreno,Интер,полузащитник,148,10
Россия,Jennifer Harper,Локомотив,полузащитник,86,18
Франция,Olivia Smith,ПСЖ,нападающий,26,37
Аргентина,Heather Valdez,Ривер Плейт,полузащитник,137,22
Аргентина,Allen Decker,Бока Хуниорс,нападающий,102,49
Франция,Christine Graham,Олимпик Марсель,полузащитник,72,13
Нидерланды,Alicia Lopez,Фейеноорд,защитник,129,2
Бразилия,Candace Montgomery,Фламенго,полузащитник,142,20
Бразилия,Yvette Garner,Палмейрас,полузащитник,9,29
Аргентина,Laura Curtis,Бока Хуниорс,защитник,61,17
Португалия,Mrs. Destiny Logan PhD,Порту,полузащитник,65,28
Англия,Troy House,Ливерпуль,защитник,83,19
Франция,Johnny Richardson,ПСЖ,защитник,137,8
Португалия,Dwayne Morrow,Спортинг,нападающий,38,44
Аргентина,Kristopher Bolton,Ривер Плейт,полузащитник,48,10
Португалия,Hector Riggs,Порту,защитник,115,18
Аргентина,Jodi Dixon,Бока Хуниорс,нападающий,125,40
Португалия,Mary Ward,Порту,нападающий,34,16
Нидерланды,Shawn House,Аякс,нападающий,81,32
Португалия,Monica Martin,Бенфика,полузащитник,18,21
Бразилия,Gregory Perez,Сантос,нападающий,99,37
Германия,Deborah Green,Боруссия Дортмунд,нападающий,92,34
Аргентина,Wendy Simpson,Бока Хуниорс,защитник,122,2
Франция,Cory Franklin,Лион,полузащитник,96,17
Аргентина,Lisa Ramirez,Бока Хуниорс,вратарь,139,-36
Германия,Connor Wallace,РБ Лейпциг,нападающий,55,37
Бразилия,Brenda Leonard,Сантос,полузащитник,28,21
Аргентина,Brian Larson,Ривер Плейт,нападающий,112,24
Германия,Robert Gallagher,Бавария,нападающий,48,43
Франция,Daniel Clark,ПСЖ,нападающий,37,11
Италия,Todd Ruiz,Интер,полузащитник,79,17
Россия,Riley Jones,ЦСКА,защитник,18,14
Германия,Ryan Pittman,Боруссия Дортмунд,нападающий,9,35
Россия,Kathy Mendez,Краснодар,полузащитник,112,13
Бразилия,Brent Robinson,Палмейрас,полузащитник,107,28
Португалия,Karl Hernandez,Порту,защитник,137,18
Англия,Matthew Hopkins,Челси,полузащитник,98,15
Франция,Paul Lee,Олимпик Марсель,полузащитник,143,25
Германия,Sarah Long,РБ Лейпциг,нападающий,88,13
Аргентина,Samuel Mckay,Бока Хуниорс,полузащитник,39,22
Бразилия,Ricky Smith,Коринтианс,нападающий,65,46
Франция,Michael Johnson,Лион,полузащитник,139,25
Аргентина,Kristina Hill,Бока Хуниорс,защитник,52,0
Англия,Laura Walters,Челси,нападающий,145,31
Германия,Andrew Allen,Боруссия Дортмунд,полузащитник,119,18
Аргентина,Kim Schultz,Бока Хуниорс,вратарь,15,-43
Португалия,Brooke Baker,Порту,полузащитник,7,27
Португалия,Arthur Adams,Бенфика,вратарь,14,-44
Италия,Debbie Bean,Интер,нападающий,76,32
Испания,Billy Harris,Атлетико Мадрид,нападающий,17,21
Италия,Alexandria Serrano,Ювентус,нападающий,60,49
Россия,Paula Orozco,Зенит,полузащитник,114,9
Португалия,Lori Mosley,Спортинг,нападающий,73,37
Германия,Andrew Beasley,Бавария,защитник,99,7
Италия,Thomas Evans,Ювентус,защитник,33,5
Аргентина,Ashley Cruz,Бока Хуниорс,защитник,129,13
Испания,Amanda Romero,Барселона,защитник,73,20
Россия,William Lambert,Спартак,защитник,136,16
Франция,Timothy Bauer,Олимпик Марсель,защитник,69,5
Франция,Steven Robinson,Олимпик Марсель,защитник,54,5
Германия,Brian Duffy,РБ Лейпциг,защитник,40,5
Испания,Danielle Harrison,Атлетико Мадрид,защитник,41,2
Германия,David Cooper,Боруссия Дортмунд,полузащитник,130,16
Германия,Allison Smith,Боруссия Дортмунд,защитник,70,14
Франция,Tyler Sweeney,ПСЖ,защитник,97,12
Германия,Jeffrey Nichols,Боруссия Дортмунд,полузащитник,124,27
Италия,Kevin Johnson,Милан,защитник,49,18
Нидерланды,Angel Rivera,Аякс,нападающий,56,23
Италия,Angelica Murray,Ювентус,полузащитник,44,20
Аргентина,Robert Green,Ривер Плейт,нападающий,8,29
Франция,Andrew Carroll,ПСЖ,полузащитник,27,18
Германия,Andrew Thomas,Бавария,полузащитник,139,17
Португалия,Felicia Martinez,Спортинг,полузащитник,93,17
Нидерланды,Samuel Jimenez,Фейеноорд,защитник,12,20
Бразилия,Christopher Carroll,Коринтианс,нападающий,117,48
Германия,Erin Harris,Бавария,нападающий,51,44
Испания,Kim Barrera,Атлетико Мадрид,полузащитник,8,17
Англия,Bill Caldwell,Манчестер Юнайтед,полузащитник,133,23
Бразилия,Blake Sullivan,Сантос,полузащитник,139,26
Португалия,Christopher James,Порту,нападающий,135,19
Германия,Julie Smith,РБ Лейпциг,нападающий,143,35
Португалия,Jacob Gibbs,Бенфика,нападающий,137,47
Испания,Daniel Wilson,Атлетико Мадрид,вратарь,15,-47
Италия,Alexandra Mcclain,Милан,нападающий,77,14
Франция,Janet Rodriguez,ПСЖ,нападающий,148,13
Франция,Jordan Freeman,Олимпик Марсель,защитник,115,17
Аргентина,Erik Fleming DDS,Бока Хуниорс,защитник,73,9
Англия,Joseph Bryant,Челси,нападающий,95,47
Россия,Michael Hall,Зенит,полузащитник,54,9
Португалия,Alejandra Smith,Порту,полузащитник,7,18
Германия,Linda Richardson,РБ Лейпциг,вратарь,145,-12
Франция,Jennifer Collins,Олимпик Марсель,вратарь,119,-17
Нидерланды,Brian Baker,Фейеноорд,защитник,136,9
Италия,Anne Torres,Ювентус,полузащитник,117,17
Италия,Michelle Bullock,Милан,защитник,31,5
Италия,Gary Hester,Ювентус,нападающий,2,40
Бразилия,Cynthia Williams,Палмейрас,нападающий,132,24
Италия,Scott Holmes,Ювентус,нападающий,53,48
Нидерланды,Susan Moore,Фейеноорд,нападающий,104,11
Аргентина,Dalton Roberts,Ривер Плейт,вратарь,123,-19
Россия,Austin Miller,Краснодар,нападающий,47,16
Нидерланды,Katherine Mason,ПСВ,нападающий,27,43
Англия,John Pruitt,Ливерпуль,нападающий,109,34
Испания,Michael Haas,Реал Мадрид,защитник,89,9
Бразилия,Nathan Black,Сантос,нападающий,24,30
Португалия,Andre Bush,Спортинг,полузащитник,3,16
Аргентина,Tina Murphy,Ривер Плейт,полузащитник,64,13
Италия,Christopher Clark,Ювентус,нападающий,95,29
Испания,Deanna Torres,Барселона,нападающий,114,16
Португалия,Frederick Calderon,Порту,нападающий,16,25
Англия,Joseph Wilkins,Ливерпуль,полузащитник,56,29
Аргентина,Evan Ward,Бока Хуниорс,защитник,50,14
Нидерланды,Jennifer Willis,Фейеноорд,полузащитник,74,18
Португалия,Robert Valentine,Порту,полузащитник,13,11
Италия,Tina Dennis,Интер,нападающий,115,40
Нидерланды,Billy Garcia,Фейеноорд,защитник,88,8
Россия,Donald Cox,ЦСКА,нападающий,64,45
Аргентина,Ian Hill,Бока Хуниорс,полузащитник,133,12
Германия,Karl Johnson,Бавария,полузащитник,132,18
Бразилия,Joseph Cox,Палмейрас,нападающий,88,32
Бразилия,Justin Cantrell,Сантос,нападающий,66,44
Испания,Charles Shepard,Реал Мадрид,полузащитник,32,20
Франция,Stacy Mckinney,ПСЖ,защитник,99,6
Италия,Marc Simon,Милан,полузащитник,129,20
Франция,Colin Flores,ПСЖ,нападающий,107,23
Франция,Caitlin Brady,Олимпик Марсель,полузащитник,88,23
Италия,Stacy Morrison,Ювентус,вратарь,122,-44
Испания,Paul Hayes,Реал Мадрид,нападающий,11,25
Италия,Wayne Sullivan,Милан,вратарь,56,-30
Испания,Christopher George,Атлетико Мадрид,защитник,61,7
Франция,John Johnson,Лион,полузащитник,73,28
Франция,Vanessa Marshall,Олимпик Марсель,нападающий,124,24
Португалия,Robert Miller,Порту,полузащитник,39,10
Испания,Ashley Smith DDS,Реал Мадрид,полузащитник,84,23
Англия,Jimmy Smith,Манчестер Юнайтед,защитник,138,7
Германия,Christian Mueller,Боруссия Дортмунд,полузащитник,94,9
Португалия,Tommy Sawyer,Порту,полузащитник,84,10
Португалия,Christina Cummings,Бенфика,полузащитник,94,12
Нидерланды,Tina Blake,Фейеноорд,нападающий,117,30
Франция,Nicole Salinas,Олимпик Марсель,полузащитник,73,8
Россия,Kenneth Martinez,Спартак,нападающий,148,41
Франция,Carla Massey,Лион,защитник,6,4
Португалия,Nancy Harris,Спортинг,защитник,142,0
Бразилия,Robert Sanchez,Палмейрас,нападающий,125,44
Португалия,Timothy Lewis,Бенфика,защитник,31,5
Англия,Brittney Kelley,Ливерпуль,защитник,109,19
Бразилия,Peter Phillips,Сантос,нападающий,102,42
Россия,Gabrielle Fitzgerald,Зенит,защитник,75,8
Нидерланды,Stanley Graham,Аякс,нападающий,22,14
Испания,Christopher Smith,Реал Мадрид,вратарь,34,-36
Аргентина,Rita Holland MD,Ривер Плейт,нападающий,117,26
Испания,Jose Jones,Барселона,защитник,133,11
Англия,Jason Potts,Челси,нападающий,71,31
Аргентина,Deborah Nash,Ривер Плейт,полузащитник,19,7
Аргентина,Taylor Robinson,Ривер Плейт,защитник,114,9
Россия,Jordan Vaughan,ЦСКА,защитник,40,4
Аргентина,William Davis,Бока Хуниорс,нападающий,86,33
Россия,Kenneth Frederick,ЦСКА,полузащитник,74,12
Португалия,Ronald Green,Порту,вратарь,146,-11
Франция,Brian Williamson,ПСЖ,нападающий,123,15
Германия,Kelly Johnson,Бавария,полузащитник,94,28
Германия,James White,Бавария,нападающий,55,29
Россия,Wendy Stephenson,ЦСКА,защитник,85,16
Бразилия,Jeffrey Harrell,Коринтианс,защитник,34,0
Нидерланды,Krystal Kelley,Фейеноорд,защитник,65,13
Франция,Scott Mcknight,ПСЖ,полузащитник,142,21
Франция,Ruth Miller,Олимпик Марсель,полузащитник,95,19
Бразилия,Anthony Lewis,Палмейрас,полузащитник,60,17
Россия,Alexandra Rich,ЦСКА,защитник,35,3
Португалия,Christopher Hicks,Спортинг,нападающий,20,39
Бразилия,Jasmine Harris,Коринтианс,нападающий,114,34
Аргентина,Dr. Erica Landry,Бока Хуниорс,защитник,54,13
Германия,Mark French,РБ Лейпциг,нападающий,49,37
Италия,Brian Phelps Jr.,Ювентус,защитник,37,10
Россия,Jennifer Ponce,ЦСКА,нападающий,101,43
Россия,Robert Jacobs,ЦСКА,полузащитник,71,24
Англия,Samantha Miller,Челси,нападающий,97,29
Россия,Brandon Keller DDS,Краснодар,вратарь,35,-47
Россия,Destiny Black,Спартак,защитник,124,10
Германия,James Riley,РБ Лейпциг,защитник,147,12
Португалия,Amber Evans,Спортинг,нападающий,48,29
Бразилия,Joseph Anderson,Палмейрас,нападающий,102,43
Италия,Theresa Dillon,Ювентус,нападающий,122,32
Англия,John Reyes,Манчестер Юнайтед,защитник,58,10
Нидерланды,Chad Butler,Аякс,полузащитник,48,14
Бразилия,Tracy Hale,Сантос,защитник,124,1
Испания,Collin Long,Барселона,защитник,104,19
Бразилия,Marcus Bell,Коринтианс,нападающий,2,20
Германия,Timothy Hudson,Боруссия Дортмунд,защитник,117,17
Франция,Patrick Ramirez,Лион,полузащитник,79,6
Португалия,Carlos Smith,Спортинг,полузащитник,78,11
Англия,Sonya Castro,Манчестер Юнайтед,вратарь,125,-5
Англия,Rachel Miller,Манчестер Юнайтед,нападающий,66,13
Германия,Brooke Weeks,Боруссия Дортмунд,защитник,97,18
Нидерланды,Darius King,ПСВ,защитник,141,1
Португалия,Charles Freeman,Спортинг,полузащитник,107,25
Нидерланды,James Davis,Аякс,нападающий,49,17
Италия,Stephanie Ortiz,Милан,защитник,122,9
Бразилия,Dr. Stacey Williams,Сантос,полузащитник,114,15
Франция,Tricia Martinez,ПСЖ,защитник,17,17
Германия,Stephen Lewis,Бавария,полузащитник,136,8
Россия,David Glenn,ЦСКА,нападающий,113,35
Бразилия,Melanie Peters,Фламенго,полузащитник,92,7
Португалия,Dana Watkins,Бенфика,полузащитник,88,20
Испания,Elizabeth Brown,Барселона,защитник,56,14
Англия,Wanda Smith,Челси,защитник,99,18
Португалия,Erik Kim,Порту,вратарь,30,-25
Италия,Haley Hunter,Милан,нападающий,135,38
Нидерланды,Ashley Schaefer,Фейеноорд,нападающий,3,35
Аргентина,Amber Cameron,Ривер Плейт,защитник,56,13
Италия,Stephanie Collins,Ювентус,защитник,102,9
Англия,Elizabeth Stephens,Челси,вратарь,7,-27
Германия,Taylor Murray,РБ Лейпциг,полузащитник,132,19
Нидерланды,Anthony Rivera,Фейеноорд,вратарь,93,-32
Германия,Brittany Davila,РБ Лейпциг,нападающий,75,10
Испания,Jonathan Barton,Атлетико Мадрид,полузащитник,49,26
Аргентина,David Benjamin,Ривер Плейт,полузащитник,33,16
Испания,Patrick Horton,Барселона,полузащитник,19,20
Португалия,James Jackson,Спортинг,защитник,117,0
Англия,Thomas Barber,Челси,полузащитник,126,9
Россия,Michael Richardson,ЦСКА,вратарь,13,-42
Россия,Natasha Barnes,ЦСКА,защитник,5,14
Англия,Laura Davis,Ливерпуль,полузащитник,112,20
Россия,Jacob Harrison,Краснодар,нападающий,112,40
Англия,Michelle Peters,Челси,защитник,118,18
Аргентина,Crystal James,Бока Хуниорс,защитник,100,18
Аргентина,Mr. Charles Hatfield,Ривер Плейт,защитник,23,19
Франция,Jacob Luna,Лион,полузащитник,87,12
Бразилия,James Russell,Сантос,нападающий,25,26
Испания,Penny Figueroa,Атлетико Мадрид,вратарь,87,-17
Англия,Andrew Sparks,Ливерпуль,нападающий,92,18
Россия,Erika Roberts,Зенит,защитник,108,18
Португалия,Mark Brown,Бенфика,полузащитник,22,14
Бразилия,Michael Estrada,Коринтианс,полузащитник,124,22
Португалия,Charles Day,Бенфика,защитник,133,15
Аргентина,Dawn Allen,Бока Хуниорс,защитник,54,8
Франция,Curtis Rogers,Олимпик Марсель,полузащитник,45,22
Англия,James Valentine,Челси,защитник,142,8
Нидерланды,Nathaniel Burch,Фейеноорд,защитник,121,11
Португалия,Scott Rose,Бенфика,полузащитник,67,20
Бразилия,Ricardo Wilson,Палмейрас,полузащитник,84,11
Португалия,Teresa Dunn,Порту,защитник,150,6
Аргентина,Andrea Collins,Бока Хуниорс,нападающий,82,50
Англия,Emily Rivera,Челси,нападающий,54,42
Франция,Daniel Campbell,Олимпик Марсель,нападающий,98,50
Бразилия,Kathleen Brown,Коринтианс,нападающий,74,33
Франция,Christopher Bell,ПСЖ,нападающий,54,46
Италия,Gregory Brown,Ювентус,защитник,138,16
Аргентина,Emily Martinez,Бока Хуниорс,защитник,103,10
Россия,Taylor Smith,Краснодар,вратарь,82,-32
Португалия,Bradley Miller,Бенфика,полузащитник,81,26
Италия,Jessica Duncan,Ювентус,нападающий,148,33
Аргентина,Raven Garcia,Ривер Плейт,вратарь,39,-41
Нидерланды,Corey Gomez,Фейеноорд,полузащитник,42,22
Франция,Wyatt Mcdonald,ПСЖ,вратарь,133,-44
Португалия,James Nelson,Спортинг,защитник,19,0
Англия,Joe Johnson,Челси,нападающий,78,20
Россия,Sandra Robinson,Спартак,защитник,64,6
Англия,Jennifer Daniels,Челси,защитник,1,18
Англия,Gregory Neal,Ливерпуль,полузащитник,16,25
Франция,Michael Fuller,Олимпик Марсель,защитник,32,15
Бразилия,Melanie Williams,Фламенго,защитник,95,0
Франция,Amanda Schmidt,Олимпик Марсель,защитник,98,15
Испания,Daniel Whitaker,Атлетико Мадрид,полузащитник,10,14
Россия,Kathryn Archer,ЦСКА,нападающий,91,22
Португалия,Bradley Thomas,Бенфика,нападающий,98,36
Нидерланды,Teresa Rogers,Аякс,полузащитник,143,21
Нидерланды,Marc Smith,Фейеноорд,нападающий,109,36
Нидерланды,Shelby Mcdonald,Аякс,защитник,66,18
Италия,Virginia Tran,Милан,полузащитник,16,14
Аргентина,James Miller,Бока Хуниорс,полузащитник,28,16
Испания,Eric Quinn,Барселона,защитник,137,13
Германия,Sean Allen,Бавария,нападающий,71,42
Бразилия,Anthony Becker,Сантос,полузащитник,18,12
Испания,Carl Thornton,Атлетико Мадрид,нападающий,86,44
Франция,Elijah Haynes,ПСЖ,нападающий,106,15
Россия,John Aguirre,Спартак,защитник,44,17
Аргентина,Jesse Stewart,Бока Хуниорс,нападающий,102,23
Россия,Christopher Schroeder,ЦСКА,полузащитник,46,22
Аргентина,Rhonda Robinson,Бока Хуниорс,нападающий,2,39
Аргентина,Jennifer Mitchell,Бока Хуниорс,защитник,102,8
Нидерланды,Taylor Golden,ПСВ,защитник,116,12
Нидерланды,Mr. Eric Hicks,Фейеноорд,вратарь,27,-10
Бразилия,Frances Martin,Сантос,полузащитник,126,8
Англия,Mr. Timothy Johnson,Челси,полузащитник,69,5
Франция,Rachel Simmons,Лион,нападающий,68,21
Франция,Tina Perry,ПСЖ,защитник,29,10
Англия,Joshua Hernandez,Челси,вратарь,10,-33
Аргентина,Angela Johnson,Бока Хуниорс,защитник,32,7
Россия,Peter Stephens,ЦСКА,защитник,72,12
Франция,Brian Graham,Олимпик Марсель,нападающий,17,30
Англия,Tony Reynolds,Манчестер Юнайтед,полузащитник,10,29
Испания,Marcus Ward,Атлетико Мадрид,вратарь,30,-35
Россия,Debbie Davila,Спартак,полузащитник,112,9
Англия,Dawn Kramer,Манчестер Юнайтед,защитник,133,5
Испания,Mark Brennan,Реал Мадрид,полузащитник,123,26
Португалия,Jennifer Hayes,Спортинг,защитник,82,7
Россия,Gina Walker,ЦСКА,защитник,47,7
Аргентина,Eric Hicks,Бока Хуниорс,нападающий,50,45
Испания,Brandon Hess,Атлетико Мадрид,полузащитник,106,26
Аргентина,Lucas Bennett,Бока Хуниорс,полузащитник,7,7
Германия,Jaclyn Matthews,Бавария,нападающий,101,41
Россия,Deborah Martinez,ЦСКА,защитник,13,6
Англия,Bryan Fletcher,Ливерпуль,вратарь,78,-47
Италия,Jerry Rivera,Ювентус,полузащитник,42,17
Англия,Robert Holt,Челси,защитник,55,5
Германия,Sherry Bailey,Боруссия Дортмунд,нападающий,1,34
Франция,Alan Huffman,Олимпик Марсель,полузащитник,108,9
Италия,Billy Wiggins,Милан,полузащитник,51,6
Аргентина,Sandra Knight,Ривер Плейт,полузащитник,135,18
Англия,Derrick Keller,Манчестер Юнайтед,нападающий,145,35
Германия,Stuart Thomas,Боруссия Дортмунд,защитник,14,13
Англия,Steve Meza,Ливерпуль,полузащитник,143,28
Франция,David Gonzalez,ПСЖ,защитник,130,16
Бразилия,Jill Fletcher,Палмейрас,нападающий,36,40
Испания,David Torres,Реал Мадрид,полузащитник,1,10
Нидерланды,Brian Carlson,ПСВ,полузащитник,12,21
Португалия,Victoria Bradley,Порту,вратарь,20,-29
Италия,Olivia Rice,Ювентус,защитник,1,19
Германия,Mark Walters,Боруссия Дортмунд,полузащитник,29,28
Нидерланды,Vanessa Stout,Фейеноорд,нападающий,3,49
Португалия,Stuart Smith,Порту,нападающий,124,19
Бразилия,Andrea Anderson,Сантос,вратарь,126,-50
Нидерланды,Samantha Savage,ПСВ,защитник,29,0
Италия,Jamie Johnson,Интер,полузащитник,3,24
Испания,Daniel Roberts,Реал Мадрид,защитник,114,19
Россия,Tracy Moore,Спартак,полузащитник,11,24
Франция,Alicia Ramirez,Лион,нападающий,39,42
Нидерланды,Allison Harris,ПСВ,защитник,61,11
Португалия,Mary Fowler,Спортинг,защитник,84,14
Россия,Charles Lynch,Локомотив,полузащитник,46,22
Германия,Carla Dixon,Боруссия Дортмунд,полузащитник,78,30
Франция,Kathleen Hale,Лион,защитник,13,11
Англия,Karen Gonzalez,Манчестер Юнайтед,нападающий,37,44
Испания,David Carpenter,Атлетико Мадрид,вратарь,115,-32
Германия,Mitchell Gordon,РБ Лейпциг,нападающий,87,28
Бразилия,Christopher Gonzales,Коринтианс,полузащитник,7,7
Аргентина,Mark Mack,Ривер Плейт,защитник,68,5
Бразилия,Jessica Henry,Сантос,полузащитник,95,28
Италия,Kelli Jones,Ювентус,защитник,71,3
Франция,Wesley Alvarado,Олимпик Марсель,нападающий,77,48
Португалия,Danielle Johnson,Порту,защитник,20,17
Франция,Laura Villa,Олимпик Марсель,защитник,51,12
Аргентина,Tyler Waller,Ривер Плейт,нападающий,134,11
Аргентина,Alyssa Smith,Ривер Плейт,защитник,44,15
Англия,Michelle Roman,Челси,защитник,31,13
Аргентина,Beth Grant,Ривер Плейт,нападающий,132,48
Нидерланды,Brandy Moore,Аякс,полузащитник,139,12
Португалия,Amy Burke,Порту,полузащитник,3,18
Англия,Russell Powell,Ливерпуль,защитник,44,16
Германия,Linda Gallagher,Боруссия Дортмунд,нападающий,87,18
Италия,Alan Osborne,Интер,защитник,46,4
Англия,David Tate,Челси,полузащитник,11,21
Аргентина,Joshua Jones,Бока Хуниорс,защитник,8,6
Аргентина,Justin Snow,Ривер Плейт,защитник,76,16
Италия,Mark Henderson,Интер,нападающий,18,37
Франция,Donald Singleton,Олимпик Марсель,вратарь,145,-30
Россия,Jason Shelton,Зенит,защитник,81,5
Нидерланды,Erika Brooks,Фейеноорд,нападающий,32,17
Франция,Laura White,ПСЖ,полузащитник,122,16
Аргентина,Jennifer Manning,Бока Хуниорс,вратарь,42,-15
Испания,Morgan Gutierrez,Реал Мадрид,защитник,109,6
Англия,Jason Martin,Ливерпуль,защитник,30,13
Португалия,Jacob Martinez,Порту,вратарь,115,-29
Бразилия,Daniel Griffin,Коринтианс,полузащитник,125,19
Испания,Heather Wood,Барселона,защитник,20,7
Бразилия,Steven Valdez,Сантос,вратарь,54,-17
Бразилия,Alison Holmes,Коринтианс,нападающий,144,31
Бразилия,Katherine Burke,Сантос,нападающий,128,46
Франция,Samantha Johnson,ПСЖ,защитник,10,20
Италия,Nicole Contreras,Милан,нападающий,89,25
Испания,Maria Martin,Реал Мадрид,защитник,79,6
Россия,Rodney Hanson,Спартак,нападающий,51,16
