country,full_name,club,position,matches,goals
Франция,Timothy Patton,Олимпик Марсель,нападающий,40,22
Германия,Steven Ibarra,РБ Лейпциг,защитник,23,20
Бразилия,Louis Sullivan,Фламенго,полузащитник,64,16
Италия,Nancy Lloyd,Ювентус,нападающий,100,18
Италия,Jill Anderson,Ювентус,нападающий,123,13
Франция,Alexander Gibson,Лион,защитник,8,9
Аргентина,Miss Melinda Morgan,Бока Хуниорс,полузащитник,36,21
Германия,Janet Donaldson,Бавария,нападающий,106,12
Нидерланды,Edward Edwards,Аякс,вратарь,5,-39
Португалия,Brandon Bentley,Бенфика,вратарь,51,-28
Бразилия,Diane Ramos,Палмейрас,полузащитник,111,14
Англия,Hannah Harrell,Ливерпуль,нападающий,131,26
Россия,Patricia Watkins,ЦСКА,полузащитник,33,6
Италия,Emily Smith,Интер,полузащитник,137,25
Англия,Joyce Cunningham,Челси,защитник,86,17
Россия,Marissa Robles,Локомотив,защитник,23,18
Португалия,Bobby Jones Jr.,Бенфика,полузащитник,120,20
Германия,Gregory Nolan,Боруссия Дортмунд,полузащитник,130,13
Германия,Jacob Willis,РБ Лейпциг,защитник,27,1
Франция,Justin Baker,ПСЖ,нападающий,85,18
Франция,Jesse Lopez,Олимпик Марсель,нападающий,39,15
Россия,Samuel Smith,Спартак,защитник,2,3
Португалия,Douglas Leonard,Порту,полузащитник,40,12
